,unique_id,experiment_ID,sample_ID,sample_type,sample_state,sample_lot,biopsy_id,culture_date,biopsy_replicate,biopsy_diameter_mm,digestion_volume_ul,dilution_factor,assay_volume_ul,loaded_weight1_mg,loaded_weight2_mg,tube_weight1_mg,tube_weight2_mg,operator,std_conc_ug_per_well,media_type,biomaterial_id,reaction_date,abs,sheet_name,location,data check,normalized_abs,r_squared,net weight mg,ug/well,mg/ml,mg/biopsy,mg/cm2,avg mg/biopsy,mg/biopsy std,avg mg/cm2,mg/cm2 std,avg mg/ml,mg/ml std
175,HP71-4,HP71-20240123,Hydroxyproline St4,standard,liquid,,,,,,,,,,,,,GU,0.6,,,2/6/24,0.8759999999999999,Plate2,F9,,0.8759999999999999,0.9982125612457247,,,,,,,,,,,
176,HP71-4,HP71-20240123,Hydroxyproline St4,standard,liquid,,,,,,,,,,,,,GU,0.6,,,2/6/24,0.9129999999999999,Plate3,E9,,0.9129999999999999,0.9950160661632029,,,,,,,,,,,
177,HP71-4,HP71-20240123,Hydroxyproline St4,standard,liquid,,,,,,,,,,,,,GU,0.6,,,2/6/24,0.863,Plate3,F9,,0.863,0.9950160661632029,,,,,,,,,,,
178,HP71-3,HP71-20240123,Hydroxyproline St3,standard,liquid,,,,,,,,,,,,,GU,0.4,,,2/6/24,0.6759999999999999,Plate1,E10,,0.6759999999999999,0.9898526633260841,,,,,,,,,,,
179,HP71-3,HP71-20240123,Hydroxyproline St3,standard,liquid,,,,,,,,,,,,,GU,0.4,,,2/6/24,0.614,Plate1,F10,,0.614,0.9898526633260841,,,,,,,,,,,
180,HP71-3,HP71-20240123,Hydroxyproline St3,standard,liquid,,,,,,,,,,,,,GU,0.4,,,2/6/24,0.633,Plate2,E10,,0.633,0.9982125612457247,,,,,,,,,,,
181,HP71-3,HP71-20240123,Hydroxyproline St3,standard,liquid,,,,,,,,,,,,,GU,0.4,,,2/6/24,0.637,Plate2,F10,,0.637,0.9982125612457247,,,,,,,,,,,
182,HP71-3,HP71-20240123,Hydroxyproline St3,standard,liquid,,,,,,,,,,,,,GU,0.4,,,2/6/24,0.6579999999999999,Plate3,E10,,0.6579999999999999,0.9950160661632029,,,,,,,,,,,
183,HP71-3,HP71-20240123,Hydroxyproline St3,standard,liquid,,,,,,,,,,,,,GU,0.4,,,2/6/24,0.638,Plate3,F10,,0.638,0.9950160661632029,,,,,,,,,,,
184,HP71-2,HP71-20240123,Hydroxyproline St2,standard,liquid,,,,,,,,,,,,,GU,0.2,,,2/6/24,0.373,Plate1,E11,,0.373,0.9898526633260841,,,,,,,,,,,
185,HP71-2,HP71-20240123,Hydroxyproline St2,standard,liquid,,,,,,,,,,,,,GU,0.2,,,2/6/24,0.348,Plate1,F11,,0.348,0.9898526633260841,,,,,,,,,,,
186,HP71-2,HP71-20240123,Hydroxyproline St2,standard,liquid,,,,,,,,,,,,,GU,0.2,,,2/6/24,0.35700000000000004,Plate2,E11,,0.35700000000000004,0.9982125612457247,,,,,,,,,,,
187,HP71-2,HP71-20240123,Hydroxyproline St2,standard,liquid,,,,,,,,,,,,,GU,0.2,,,2/6/24,0.366,Plate2,F11,,0.366,0.9982125612457247,,,,,,,,,,,
188,HP71-2,HP71-20240123,Hydroxyproline St2,standard,liquid,,,,,,,,,,,,,GU,0.2,,,2/6/24,0.376,Plate3,E11,,0.376,0.9950160661632029,,,,,,,,,,,
189,HP71-2,HP71-20240123,Hydroxyproline St2,standard,liquid,,,,,,,,,,,,,GU,0.2,,,2/6/24,0.375,Plate3,F11,,0.375,0.9950160661632029,,,,,,,,,,,
190,HP71-1,HP71-20240123,Hydroxyproline St1,standard,liquid,,,,,,,,,,,,,GU,0.0,,,2/6/24,0.085,Plate1,E12,,0.085,0.9898526633260841,,,,,,,,,,,
191,HP71-1,HP71-20240123,Hydroxyproline St1,standard,liquid,,,,,,,,,,,,,GU,0.0,,,2/6/24,0.085,Plate1,F12,,0.085,0.9898526633260841,,,,,,,,,,,
192,HP71-1,HP71-20240123,Hydroxyproline St1,standard,liquid,,,,,,,,,,,,,GU,0.0,,,2/6/24,0.086,Plate2,E12,,0.086,0.9982125612457247,,,,,,,,,,,
193,HP71-1,HP71-20240123,Hydroxyproline St1,standard,liquid,,,,,,,,,,,,,GU,0.0,,,2/6/24,0.086,Plate2,F12,,0.086,0.9982125612457247,,,,,,,,,,,
194,HP71-1,HP71-20240123,Hydroxyproline St1,standard,liquid,,,,,,,,,,,,,GU,0.0,,,2/6/24,0.086,Plate3,E12,,0.086,0.9950160661632029,,,,,,,,,,,
195,HP71-1,HP71-20240123,Hydroxyproline St1,standard,liquid,,,,,,,,,,,,,GU,0.0,,,2/6/24,0.086,Plate3,F12,,0.086,0.9950160661632029,,,,,,,,,,,
196,HP71-7,HP71-20240123,Gelatin 2.5,control,liquid,,,,,,,,,,,,,GU,1.3125,,,2/6/24,1.906,Plate1,A1,,1.906,0.9999463780178202,,1.3697149438145155,,,,,,,,,
197,HP71-7,HP71-20240123,Gelatin 2.5,control,liquid,,,,,,,,,,,,,GU,1.3125,,,2/6/24,1.871,Plate1,B1,,1.871,0.9999463780178202,,1.3432338450467836,,,,,,,,,
198,HP71-7,HP71-20240123,Gelatin 2.5,control,liquid,,,,,,,,,,,,,GU,1.3125,,,2/6/24,1.905,Plate1,C1,,1.905,0.9999463780178202,,1.3689583409925805,,,,,,,,,
199,HP71-7,HP71-20240123,Gelatin 2.5,control,liquid,,,,,,,,,,,,,GU,1.3125,,,2/6/24,1.9380000000000002,Plate1,D1,,1.9380000000000002,0.9999463780178202,,1.3939262341164422,,,,,,,,,
200,HP71-8,HP71-20240123,Gelatin 1.25,control,liquid,,,,,,,,,,,,,GU,0.65625,,,2/6/24,1.105,Plate1,A2,,1.105,0.9999463780178202,,0.7636760834444181,,,,,,,,,
201,HP71-8,HP71-20240123,Gelatin 1.25,control,liquid,,,,,,,,,,,,,GU,0.65625,,,2/6/24,0.993,Plate1,B2,,0.993,0.9999463780178202,,0.6789365673876754,,,,,,,,,
202,HP71-8,HP71-20240123,Gelatin 1.25,control,liquid,,,,,,,,,,,,,GU,0.65625,,,2/6/24,0.998,Plate1,C2,,0.998,0.9999463780178202,,0.6827195814973515,,,,,,,,,
203,HP71-8,HP71-20240123,Gelatin 1.25,control,liquid,,,,,,,,,,,,,GU,0.65625,,,2/6/24,0.958,Plate1,D2,,0.958,0.9999463780178202,,0.6524554686199433,,,,,,,,,
204,HP71-9,HP71-20240123,Gelatin 0.625,control,liquid,,,,,,,,,,,,,GU,0.328125,,,2/6/24,0.5760000000000001,Plate1,A3,,0.5760000000000001,0.9999463780178202,,0.36343319064069585,,,,,,,,,
205,HP71-9,HP71-20240123,Gelatin 0.625,control,liquid,,,,,,,,,,,,,GU,0.328125,,,2/6/24,0.531,Plate1,B3,,0.531,0.9999463780178202,,0.32938606365361167,,,,,,,,,
206,HP71-9,HP71-20240123,Gelatin 0.625,control,liquid,,,,,,,,,,,,,GU,0.328125,,,2/6/24,0.55,Plate1,C3,,0.55,0.9999463780178202,,0.34376151727038057,,,,,,,,,
207,HP71-9,HP71-20240123,Gelatin 0.625,control,liquid,,,,,,,,,,,,,GU,0.328125,,,2/6/24,0.551,Plate1,D3,,0.551,0.9999463780178202,,0.34451812009231575,,,,,,,,,
208,HP71-10,HP71-20240123,Gelatin 0.3125,control,liquid,,,,,,,,,,,,,GU,0.1640625,,,2/6/24,0.322,Plate1,A4,,0.322,0.9999463780178202,,0.17125607386915426,,,,,,,,,
209,HP71-10,HP71-20240123,Gelatin 0.3125,control,liquid,,,,,,,,,,,,,GU,0.1640625,,,2/6/24,0.318,Plate1,B4,,0.318,0.9999463780178202,,0.16822966258141345,,,,,,,,,
210,HP71-10,HP71-20240123,Gelatin 0.3125,control,liquid,,,,,,,,,,,,,GU,0.1640625,,,2/6/24,0.314,Plate1,C4,,0.314,0.9999463780178202,,0.16520325129367264,,,,,,,,,
211,HP71-10,HP71-20240123,Gelatin 0.3125,control,liquid,,,,,,,,,,,,,GU,0.1640625,,,2/6/24,0.31,Plate1,D4,,0.31,0.9999463780178202,,0.16217684000593183,,,,,,,,,
212,HP71-11,HP71-20240123,Gelatin 0.15625,control,liquid,,,,,,,,,,,,,GU,0.08203125,,,2/6/24,0.192,Plate1,A5,,0.192,0.9999463780178202,,0.07289770701757789,,,,,,,,,
213,HP71-11,HP71-20240123,Gelatin 0.15625,control,liquid,,,,,,,,,,,,,GU,0.08203125,,,2/6/24,0.195,Plate1,B5,,0.195,0.9999463780178202,,0.07516751548338349,,,,,,,,,
214,HP71-11,HP71-20240123,Gelatin 0.15625,control,liquid,,,,,,,,,,,,,GU,0.08203125,,,2/6/24,0.198,Plate1,C5,,0.198,0.9999463780178202,,0.07743732394918912,,,,,,,,,
215,HP71-11,HP71-20240123,Gelatin 0.15625,control,liquid,,,,,,,,,,,,,GU,0.08203125,,,2/6/24,0.193,Plate1,D5,,0.193,0.9999463780178202,,0.0736543098395131,,,,,,,,,
216,HP71-12,HP71-20240123,Gelatin 0,control,liquid,,,,,,,,,,,,,GU,0.0,,,2/6/24,0.086,Plate1,A6,,0.086,0.9999463780178202,,-0.007302192107553632,,,,,,,,,
217,HP71-12,HP71-20240123,Gelatin 0,control,liquid,,,,,,,,,,,,,GU,0.0,,,2/6/24,0.087,Plate1,B6,,0.087,0.9999463780178202,,-0.006545589285618422,,,,,,,,,
218,HP71-12,HP71-20240123,Gelatin 0,control,liquid,,,,,,,,,,,,,GU,0.0,,,2/6/24,0.085,Plate1,C6,,0.085,0.9999463780178202,,-0.008058794929488827,,,,,,,,,
219,HP71-12,HP71-20240123,Gelatin 0,control,liquid,,,,,,,,,,,,,GU,0.0,,,2/6/24,0.086,Plate1,D6,,0.086,0.9999463780178202,,-0.007302192107553632,,,,,,,,,
