,hp_sid,experiment_id,biomaterial_id,sample_id,biopsy_id,mg_per_biopsy_mean,mg_per_biopsy_std,mg_per_ml_mean,mg_per_ml_std,mg_per_cm2_mean,mg_per_cm2_std,net_weight_mg_x,tissue_areal_density_mg_per_cm2
12,,HP3-20230905,BM0723PE1116,DS-0803-3-1,DS-0803-3,0.142862249,0.05516139,,,0.284215414,0.10974009900000001,13.905,29.56966214
16,,HP3-20230905,BM0723PE1116,DS-0803-3-2,DS-0803-3,0.142862249,0.05516139,,,0.284215414,0.10974009900000001,13.925,29.56966214
20,,HP3-20230905,BM0723PE1116,DS-0803-3-3,DS-0803-3,0.142862249,0.05516139,,,0.284215414,0.10974009900000001,14.86,29.56966214
24,,HP3-20230905,BM0723PE1116,DS-0803-1-4,DS-0803-1,0.100788089,0.032159952,,,0.20051153100000002,0.063980192,14.52,27.70456515
28,,HP3-20230905,BM0723PE1116,DS-0803-1-5,DS-0803-1,0.100788089,0.032159952,,,0.20051153100000002,0.063980192,12.89,27.70456515
32,,HP3-20230905,BM0723PE1116,DS-0803-1-6,DS-0803-1,0.100788089,0.032159952,,,0.20051153100000002,0.063980192,13.55,27.70456515
36,,HP3-20230905,BM0723PE1116,DS-0803-1-1,DS-0803-1,0.100788089,0.032159952,,,0.20051153100000002,0.063980192,14.33,27.70456515
40,,HP3-20230905,BM0723PE1116,DS-0803-1-2,DS-0803-1,0.100788089,0.032159952,,,0.20051153100000002,0.063980192,15.395,27.70456515
44,,HP3-20230905,BM0723PE1116,DS-0803-1-3,DS-0803-1,0.100788089,0.032159952,,,0.20051153100000002,0.063980192,12.87,27.70456515
48,,HP3-20230905,BM0723PE1116,DS-0803-2-1,DS-0803-2,0.169937014,0.071907124,,,0.338078947,0.14305467800000002,14.56,30.64064227
52,,HP3-20230905,BM0723PE1116,DS-0803-2-2,DS-0803-2,0.169937014,0.071907124,,,0.338078947,0.14305467800000002,16.775,30.64064227
56,,HP3-20230905,BM0723PE1116,DS-0803-2-3,DS-0803-2,0.169937014,0.071907124,,,0.338078947,0.14305467800000002,14.43,30.64064227
60,,HP3-20230905,BM0723PE1116,DS-0803-2-4,DS-0803-2,0.169937014,0.071907124,,,0.338078947,0.14305467800000002,16.27,30.64064227
64,,HP3-20230905,BM0723PE1116,DS-0803-2-5,DS-0803-2,0.169937014,0.071907124,,,0.338078947,0.14305467800000002,14.915,30.64064227
68,,HP3-20230905,BM0723PE1116,DS-0803-2-6,DS-0803-2,0.169937014,0.071907124,,,0.338078947,0.14305467800000002,15.46,30.64064227
72,,HP3-20230905,BM0723PE1116,DS-0803-3-4,DS-0803-3,0.142862249,0.05516139,,,0.284215414,0.10974009900000001,16.485,29.56966214
76,,HP3-20230905,BM0723PE1116,DS-0803-3-5,DS-0803-3,0.142862249,0.05516139,,,0.284215414,0.10974009900000001,15.03,29.56966214
80,,HP3-20230905,BM0723PE1116,DS-0803-3-6,DS-0803-3,0.142862249,0.05516139,,,0.284215414,0.10974009900000001,14.975,29.56966214
120,,HP21-20231027,,dig_TGFBS231012,dig_TGFBS231012,,,0.0040777,,,,,
124,,HP21-20231027,,dig_TGFBS231005,dig_TGFBS231005,,,0.003760018,,,,,
128,,HP21-20231027,,dig_TGFBS230927,dig_TGFBS230927,,,0.0036188270000000002,,,,,
132,,HP21-20231027,,20230928-3-_media_dig_D28,20230928-3-_media_dig_D28,,,0.008436991999999999,,,,,
136,,HP21-20231027,,20230928-3-_media_dig_D25,20230928-3-_media_dig_D25,,,0.00711332,,,,,
140,,HP21-20231027,,20230928-3-_media_dig_D21,20230928-3-_media_dig_D21,,,0.008189906,,,,,
144,,HP21-20231027,,dig_TGFBS231012D,dig_TGFBS231012D,,,0.002754028,,,,,
148,,HP21-20231027,,20230928-3-_media_dig_D18,20230928-3-_media_dig_D18,,,0.008666428,,,,,
152,,HP21-20231027,,dig_TGFBS231004D,dig_TGFBS231004D,,,0.0033187940000000003,,,,,
156,,HP21-20231027,,20230928-3-_media_dig_D14,20230928-3-_media_dig_D14,,,0.00626617,,,,,
160,,HP21-20231027,,dig_TGFBS230927D,dig_TGFBS230927D,,,0.003071709,,,,,
164,,HP21-20231027,,20230928-3-_media_dig_D12,20230928-3-_media_dig_D12,,,0.006319117,,,,,
168,,HP21-20231027,,dig_TGFBS231012G,dig_TGFBS231012G,,,0.003760018,,,,,
172,,HP21-20231027,,dig_TGFBS231005G,dig_TGFBS231005G,,,0.002965815,,,,,
176,,HP21-20231027,,dig_TGFBS230927G,dig_TGFBS230927G,,,0.002948166,,,,,
216,,HP21-20231027,,20230928-3-_media_dig_D11,20230928-3-_media_dig_D11,,,0.007914537,,,,,
220,,HP21-20231027,,20230928-1-_media_dig_D28,20230928-1-_media_dig_D28,,,0.007324129,,,,,
224,,HP21-20231027,,20230928-3-_media_dig_D9,20230928-3-_media_dig_D9,,,0.008075556999999999,,,,,
228,,HP21-20231027,,20230928-1-_media_dig_D25,20230928-1-_media_dig_D25,,,0.007878754,,,,,
232,,HP21-20231027,,20230928-3-_media_dig_D5,20230928-3-_media_dig_D5,,,0.006322225,,,,,
236,,HP21-20231027,,20230928-1-_media_dig_D21,20230928-1-_media_dig_D21,,,0.007252564,,,,,
240,,HP21-20231027,,20230928-2-_media_dig_D28,20230928-2-_media_dig_D28,,,0.00922059,,,,,
244,,HP21-20231027,,20230928-1-_media_dig_D18,20230928-1-_media_dig_D18,,,0.008218686,,,,,
248,,HP21-20231027,,20230928-2-_media_dig_D25,20230928-2-_media_dig_D25,,,0.008111339,,,,,
252,,HP21-20231027,,20230928-1-_media_dig_D14,20230928-1-_media_dig_D14,,,0.007252564,,,,,
256,,HP21-20231027,,20230928-2-_media_dig_D21,20230928-2-_media_dig_D21,,,0.008397597,,,,,
260,,HP21-20231027,,20230928-1-_media_dig_D12,20230928-1-_media_dig_D12,,,0.006805286,,,,,
264,,HP21-20231027,,20230928-2-_media_dig_D18,20230928-2-_media_dig_D18,,,0.008451271,,,,,
268,,HP21-20231027,,20230928-1-_media_dig_D11,20230928-1-_media_dig_D11,,,0.006501137,,,,,
272,,HP21-20231027,,20230928-2-_media_dig_D14,20230928-2-_media_dig_D14,,,0.008272359,,,,,
276,,HP21-20231027,,20230928-1-_media_dig_D9,20230928-1-_media_dig_D9,,,0.006411681,,,,,
280,,HP21-20231027,,20230928-2-_media_dig_D12,20230928-2-_media_dig_D12,,,0.0077535159999999985,,,,,
284,,HP21-20231027,,20230928-1-_media_dig_D5,20230928-1-_media_dig_D5,,,0.005230866,,,,,
288,,HP21-20231027,,20230928-2-_media_dig_D11,20230928-2-_media_dig_D11,,,0.006697939,,,,,
292,,HP21-20231027,,20230928-2-_media_dig_D9,20230928-2-_media_dig_D9,,,0.0061254230000000005,,,,,
296,,HP21-20231027,,20230928-2-_media_dig_D5,20230928-2-_media_dig_D5,,,0.005248757,,,,,
312,,HP21-20231027,,20230921-3-Media_dig_D28,20230921-3-Media_dig_D28,,,0.009246721,,,,,
316,,HP21-20231027,,20230921-1-Media_dig_D28,20230921-1-Media_dig_D28,,,0.007042803,,,,,
320,,HP21-20231027,,20230921-3-Media_dig_D25,20230921-3-Media_dig_D25,,,0.008952865,,,,,
324,,HP21-20231027,,20230921-1-Media_dig_D25,20230921-1-Media_dig_D25,,,0.007281561,,,,,
328,,HP21-20231027,,20230921-3-Media_dig_D19,20230921-3-Media_dig_D19,,,0.008677375,,,,,
332,,HP21-20231027,,20230921-1-Media_dig_D19,20230921-1-Media_dig_D19,,,0.00472869,,,,,
336,,HP21-20231027,,20230921-3-Media_dig_D12,20230921-3-Media_dig_D12,,,0.006161237,,,,,
340,,HP21-20231027,,20230921-1-Media_dig_D12,20230921-1-Media_dig_D12,,,0.00349817,,,,,
344,,HP21-20231027,,20230921-3-Media_dig_D11,20230921-3-Media_dig_D11,,,0.006932608000000001,,,,,
348,,HP21-20231027,,20230921-1-Media_dig_D11,20230921-1-Media_dig_D11,,,0.006253066,,,,,
352,,HP21-20231027,,20230921-3-Media_dig_D9,20230921-3-Media_dig_D9,,,0.005867381,,,,,
356,,HP21-20231027,,20230921-1-Media_dig_D9,20230921-1-Media_dig_D9,,,0.002873727,,,,,
360,,HP21-20231027,,20230921-2-Media_dig_D28,20230921-2-Media_dig_D28,,,0.00783254,,,,,
364,,HP21-20231027,,TGFBS231005,TGFBS231005,,,0.006285481,,,,,
368,,HP21-20231027,,20230921-2-Media_dig_D25,20230921-2-Media_dig_D25,,,0.008916133,,,,,
372,,HP21-20231027,,TGFBS231012,TGFBS231012,,,0.00499068,,,,,
376,,HP21-20231027,,20230921-2-Media_dig_D19,20230921-2-Media_dig_D19,,,0.007042803,,,,,
380,,HP21-20231027,,TGFBS231019,TGFBS231019,,,0.005866064,,,,,
384,,HP21-20231027,,20230921-2-Media_dig_D12,20230921-2-Media_dig_D12,,,0.005830649,,,,,
388,,HP21-20231027,,20230921-2-Media_dig_D11,20230921-2-Media_dig_D11,,,0.006675484000000001,,,,,
392,,HP21-20231027,,20230921-2-Media_dig_D9,20230921-2-Media_dig_D9,,,0.006124505,,,,,
408,,HP21-20231027,,20230928-1-_media_D5,20230928-1-_media_D5,,,0.00237988,,,,,
412,,HP21-20231027,,20230928-2-_media_D25,20230928-2-_media_D25,,,0.006288989,,,,,
416,,HP21-20231027,,20230928-1-_media_D12,20230928-1-_media_D12,,,0.004941931,,,,,
420,,HP21-20231027,,20230928-2-_media_D28,20230928-2-_media_D28,,,0.006526705,,,,,
424,,HP21-20231027,,20230928-1-_media_D14,20230928-1-_media_D14,,,0.005769535,,,,,
428,,HP21-20231027,,20230928-3-_media_D5,20230928-3-_media_D5,,,0.00182521,,,,,
432,,HP21-20231027,,20230928-1-_media_D18,20230928-1-_media_D18,,,0.0062273580000000005,,,,,
436,,HP21-20231027,,20230928-3-_media_D12,20230928-3-_media_D12,,,0.005567036,,,,,
440,,HP21-20231027,,20230928-1-_media_D21,20230928-1-_media_D21,,,0.0061657280000000005,,,,,
444,,HP21-20231027,,20230928-3-_media_D14,20230928-3-_media_D14,,,0.0063770319999999995,,,,,
448,,HP21-20231027,,20230928-1-_media_D25,20230928-1-_media_D25,,,0.006016055,,,,,
452,,HP21-20231027,,20230928-3-_media_D18,20230928-3-_media_D18,,,0.006421053,,,,,
456,,HP21-20231027,,20230928-1-_media_D28,20230928-1-_media_D28,,,0.006605943,,,,,
460,,HP21-20231027,,20230928-3-_media_D21,20230928-3-_media_D21,,,0.006658769,,,,,
464,,HP21-20231027,,20230928-2-_media_D5,20230928-2-_media_D5,,,0.00326031,,,,,
468,,HP21-20231027,,20230928-3-_media_D25,20230928-3-_media_D25,,,0.00602486,,,,,
472,,HP21-20231027,,20230928-2-_media_D12,20230928-2-_media_D12,,,0.005892795,,,,,
480,,HP21-20231027,,20230928-2-_media_D14,20230928-2-_media_D14,,,0.006958115,,,,,
484,,HP21-20231027,,20230928-2-_media_D18,20230928-2-_media_D18,,,0.006914094,,,,,
488,,HP21-20231027,,20230928-2-_media_D21,20230928-2-_media_D21,,,0.006852464,,,,,
504,,HP14-20231020,,20230921-2-dig_media_D9,20230921-2-dig_media_D9,,,0.001443314,,,,,
507,,HP14-20231020,,20230921-2-dig_media_D11,20230921-2-dig_media_D11,,,0.00149877,,,,,
510,,HP14-20231020,,20230921-2-dig_media_D12,20230921-2-dig_media_D12,,,0.001512634,,,,,
513,,HP14-20231020,,20230921-2-dig_media_D21,20230921-2-dig_media_D21,,,0.001706729,,,,,
516,,HP14-20231020,,20230921-2-dig_media_D25,20230921-2-dig_media_D25,,,0.001512634,,,,,
519,,HP14-20231020,,20230921-2-dig_media_D28,20230921-2-dig_media_D28,,,0.001866165,,,,,
522,,HP14-20231020,,20230921-1-dig_media_D9,20230921-1-dig_media_D9,,,0.0016651370000000001,,,,,
525,,HP14-20231020,,20230921-1-dig_media_D11,20230921-1-dig_media_D11,,,0.001658205,,,,,
528,,HP14-20231020,,20230921-1-dig_media_D12,20230921-1-dig_media_D12,,,0.00149877,,,,,
531,,HP14-20231020,,20230921-1-dig_media_D19,20230921-1-dig_media_D19,,,0.0012769460000000002,,,,,
534,,HP14-20231020,,20230921-1-dig_media_D25,20230921-1-dig_media_D25,,,0.0014225179999999998,,,,,
537,,HP14-20231020,,20230921-1-dig_media_D28,20230921-1-dig_media_D28,,,0.001623545,,,,,
570,,HP14-20231020,,20230921-3-dig_media_D9,20230921-3-dig_media_D9,,,0.0016398679999999998,,,,,
573,,HP14-20231020,,20230921-3-dig_media_D11,20230921-3-dig_media_D11,,,0.001914949,,,,,
576,,HP14-20231020,,20230921-3-dig_media_D12,20230921-3-dig_media_D12,,,0.001985938,,,,,
579,,HP14-20231020,,20230921-3-dig_media_D19,20230921-3-dig_media_D19,,,0.00203918,,,,,
582,,HP14-20231020,,20230921-3-dig_media_D21,20230921-3-dig_media_D21,,,0.002314261,,,,,
585,,HP14-20231020,,20230921-3-dig_media_D25,20230921-3-dig_media_D25,,,0.0023053870000000003,,,,,
588,,HP14-20231020,,20230921-3-dig_media_D28,20230921-3-dig_media_D28,,,0.002181157,,,,,
591,,HP14-20231020,,TGFBS231012_dig,TGFBS231012_dig,,,0.002003685,,,,,
594,,HP14-20231020,,TGFBS231012G_dig,TGFBS231012G_dig,,,0.001542259,,,,,
597,,HP14-20231020,,TGFBS231012D_dig,TGFBS231012D_dig,,,0.001284925,,,,,
612,,HP16-20231023,,230928-2,230928-2,,,0.007516613,,,,,
620,,HP16-20231023,,230928-3,230928-3,,,0.007842976,,,,,
636,,HP16-20231023,,230928-1,230928-1,,,0.008650988,,,,,
640,,HP16-20231023,,TGFBS231012,TGFBS231012,,,0.002847515,,,,,
708,,HP10-20231006,V2P1923-300116,EXP32_C4,20230925-C4,0.016077875,,0.016077875,,0.031985916,,-6.595,-13.12033562
712,,HP10-20231006,V2P1923-300116,EXP32_C5,20230925-C5,0.014379709,,0.014379709,,0.028607521,,0.35,0.696302876
716,,HP10-20231006,V2P1923-300116,EXP32_C6,20230925-C6,0.012812171,,0.012812171,,0.025489003,,5.625,11.19058194
720,,HP10-20231006,PET723-100116,EXP32_D4,20230925-D4,0.011505888999999998,,0.011505888999999998,,0.022890237999999997,,9.22,18.34260719
724,,HP10-20231006,PET723-100116,EXP32_D5,20230925-D5,0.014118452,,0.014118452,,0.028087768,,-12.205,-24.28107601
728,,HP10-20231006,PET723-100116,EXP32_D6,20230925-D6,0.012681541999999999,,0.012681541999999999,,0.025229127,,22.345,44.45396504
732,,HP10-20231006,V2P1923-300116,EXP32_A4,20230925-A4,0.013465311,,0.013465311,,0.026788386,,28.51,56.71884284
736,,HP10-20231006,V2P1923-300116,EXP32_A5,20230925-A5,0.012942799,,0.012942799,,0.02574888,,18.69,37.18257358
740,,HP10-20231006,V2P1923-300116,EXP32_A6,20230925-A6,0.011636516999999999,,0.011636516999999999,,0.023150115,,-1.3,-2.586267825
744,,HP10-20231006,V2P1923-300116,EXP32_B4,20230925-B4,0.00497448,,0.00497448,,0.009896414000000001,,10.19,20.27236088
748,,HP10-20231006,V2P1923-300116,EXP32_B5,20230925-B5,0.003406942,,0.003406942,,0.006777895999999999,,8.205,16.32332885
752,,HP10-20231006,V2P1923-300116,EXP32_B6,20230925-B6,0.002623173,,0.002623173,,0.005218637,,6.715,13.35906804
792,,HP10-20231006,V2P1923-300115,EXP32_E1,20230925-E1,0.016729682,,0.016729682,,0.033282645,,6.42,12.77218418
796,,HP10-20231006,V2P1923-300116,EXP32_G3,20230925-G3,0.014497755,,0.014497755,,0.028842367999999997,,5.88,11.69788832
800,,HP10-20231006,V2P1923-300115,EXP32_E2,20230925-E2,0.013316147,,0.013316147,,0.026491632999999997,,7.845,15.60713161
804,,HP10-20231006,PET723-100116,EXP42_20230727-1_2,20230727-1-2,0.084399805,,0.084399805,,0.16790807600000002,,18.2,36.20774955
808,,HP10-20231006,V2P1923-300115,EXP32_E3,20230925-E3,0.017648711,,0.017648711,,0.035110994,,5.19,10.32517693
812,,HP10-20231006,PET723-100116,EXP42_20230727-1_4,20230727-1-4,0.083086907,,0.083086907,,0.165296149,,22.175,44.11576079
816,,HP10-20231006,V2P1923-300115,EXP32_E7,20230925-E7,0.016729682,,0.016729682,,0.033282645,,6.675,13.27949056
820,,HP10-20231006,PET723-100116,EXP42_20230727-1_6,20230727-1-6,0.08466238400000001,,0.08466238400000001,,0.168430462,,16.7,33.22359437
824,,HP10-20231006,V2P1923-300115,EXP32_E8,20230925-E8,0.014497755,,0.014497755,,0.028842367999999997,,6.18,12.29471935
828,,HP10-20231006,PET723-100116,EXP42_20230727-2_8,20230727-2-8,0.076784996,,0.076784996,,0.152758897,,17.04,33.90000288
832,,HP10-20231006,V2P1923-300116,EXP32_F1,20230925-F1,0.016598392,,0.016598392,,0.033021452,,8.005,15.92544149
836,,HP10-20231006,PET723-100116,EXP42_20230727-2_10,20230727-2-10,0.079148213,,0.079148213,,0.157460366,,16.415,32.65660489
840,,HP10-20231006,V2P1923-300116,EXP32_F2,20230925-F2,0.015810653,,0.015810653,,0.031454295,,6.075,12.08582849
844,,HP10-20231006,V2P1923-300116,EXP32_F3,20230925-F3,0.01817387,,0.01817387,,0.036155765,,8.11,16.13433236
848,,HP10-20231006,V2P1923-300116,EXP32_F7,20230925-F7,0.017517421000000002,,0.017517421000000002,,0.034849801,,5.625,11.19058194
852,,HP10-20231006,V2P1923-300116,EXP32_F8,20230925-F8,0.015154204,,0.015154204,,0.030148332000000007,,6.955,13.83653287
856,,HP10-20231006,V2P1923-300116,EXP32_G1,20230925-G1,0.013972596,,0.013972596,,0.027797597,,5.125,10.19586354
860,,HP10-20231006,V2P1923-300116,EXP32_G2,20230925-G2,0.01778,,0.01778,,0.035372187,,7.92,15.75633937
876,,HP10-20231006,PET723-100116,EXP42_20230727-2_12,20230727-2-12,0.10395780199999999,,0.10395780199999999,,0.206817475,,17.705,35.22297834
880,,HP10-20231006,PET723-100116,EXP42_20230727-3_14,20230727-3-14,0.07828896,,0.07828896,,0.155750938,,15.655,31.14463293
884,,HP10-20231006,PET723-100116,EXP42_20230727-3_16,20230727-3-16,0.090447885,,0.090447885,,0.17994035,,18.505,36.81452777
888,,HP10-20231006,PET723-100116,EXP42_20230727-3_18,20230727-3-18,0.09098828199999999,,0.09098828199999999,,0.181015435,,16.445,32.71628799
892,,HP10-20231006,PET723-100116,20230727-1_S3-t3,20230727-1-3,0.11419106,,0.11419106,,0.227175897,,24.245,48.23389494
896,,HP10-20231006,PET723-100116,20230727-1_S5-t5,20230727-1-5,0.118244035,,0.118244035,,0.23523903399999999,,16.85,33.52200989
900,,HP10-20231006,PET723-100116,20230727-2-t7,20230727-2-7,0.10973278800000001,,0.10973278800000001,,0.218306445,,257.06,511.4046209
904,,HP10-20231006,PET723-100116,20230727-2-t9,20230727-2-9,0.093926186,,0.093926186,,0.18686020899999997,,16.815,33.4523796
908,,HP10-20231006,PET723-100116,20230727-2-t11,20230727-2-11,0.106895705,,0.106895705,,0.212662249,,17.14,34.09894656
912,,HP10-20231006,PET723-100116,20230727-3-t13,20230727-3-13,0.112164573,,0.112164573,,0.223144328,,16.725,33.27333029
916,,HP10-20231006,PET723-100116,20230727-3-t15,20230727-3-15,0.087846723,,0.087846723,,0.17476550300000002,,15.755,31.34357661
920,,HP10-20231006,PET723-100116,20230727-3-t17,20230727-3-17,0.09757386300000001,,0.09757386300000001,,0.194117033,,16.175,32.17914006
936,,HP7-20230913,BM0723RP350,GU-0810-2-3,20230810-2,0.18682824399999998,,,,0.3716829820000001,,8.18,
944,,HP7-20230913,BM0723RP350,GU-0810-2-4,20230810-2,0.18682824399999998,,,,0.3716829820000001,,8.32,
952,,HP7-20230913,BM0723RP150,GU-0810-3-1,20230810-2,0.18682824399999998,,,,0.3716829820000001,,8.705,
960,,HP7-20230913,BM0723RP150,GU-0810-3-2,20230810-3,0.25435089899999996,0.035228194,,,0.506015035,0.070084265,8.45,
964,,HP7-20230913,BM0723RP150,GU-0810-3-3,20230810-3,0.25435089899999996,0.035228194,,,0.506015035,0.070084265,8.65,
968,,HP7-20230913,BM0723RP150,GU-0810-3-4,20230810-3,0.25435089899999996,0.035228194,,,0.506015035,0.070084265,8.665,
972,,HP7-20230913,BM0723PE350,GU-0810-1-1,20230810-1,0.174032701,0.014340843,,,0.346227058,0.028530201,10.37,
976,,HP7-20230913,BM0723PE350,GU-0810-1-2,20230810-1,0.174032701,0.014340843,,,0.346227058,0.028530201,10.685,
980,,HP7-20230913,BM0723PE350,GU-0810-1-3,20230810-1,0.174032701,0.014340843,,,0.346227058,0.028530201,10.72,
984,,HP7-20230913,BM0723PE350,GU-0810-1-4,20230810-1,0.174032701,0.014340843,,,0.346227058,0.028530201,10.12,
988,,HP7-20230913,BM0723RP350,GU-0810-2-1,20230810-2,0.18682824399999998,,,,0.3716829820000001,,8.995,
996,,HP7-20230913,BM0723RP350,GU-0810-2-2,20230810-2,0.18682824399999998,,,,0.3716829820000001,,8.77,
1040,,HP6-20230913,BM0723RP350,DS-0810-2-3,20230810-2,0.247003897,0.024590894,,,0.49139863899999997,0.04892203,8.18,
1044,,HP6-20230913,BM0723RP350,DS-0810-2-4,20230810-2,0.247003897,0.024590894,,,0.49139863899999997,0.04892203,8.32,
1048,,HP6-20230913,BM0723RP350,DS-0810-3-1,20230810-2,0.247003897,0.024590894,,,0.49139863899999997,0.04892203,8.705,
1052,,HP6-20230913,BM0723RP350,DS-0810-3-2,20230810-3,0.203660342,0.007769687,,,0.4051693770000001,0.015457301000000001,8.45,
1056,,HP6-20230913,BM0723RP350,DS-0810-3-3,20230810-3,0.203660342,0.007769687,,,0.4051693770000001,0.015457301000000001,8.65,
1060,,HP6-20230913,BM0723RP350,DS-0810-3-4,20230810-3,0.203660342,0.007769687,,,0.4051693770000001,0.015457301000000001,8.665,
1064,,HP6-20230913,BM0723PE350,DS-0810-1-1,20230810-1,0.204674197,0.012930261,,,0.40718637799999996,0.025723937000000002,10.37,
1068,,HP6-20230913,BM0723PE350,DS-0810-1-2,20230810-1,0.204674197,0.012930261,,,0.40718637799999996,0.025723937000000002,10.685,
1072,,HP6-20230913,BM0723PE350,DS-0810-1-3,20230810-1,0.204674197,0.012930261,,,0.40718637799999996,0.025723937000000002,10.72,
1076,,HP6-20230913,BM0723PE350,DS-0810-1-4,20230810-1,0.204674197,0.012930261,,,0.40718637799999996,0.025723937000000002,10.12,
1080,,HP6-20230913,BM0723RP350,DS-0810-2-1,20230810-2,0.247003897,0.024590894,,,0.49139863899999997,0.04892203,8.995,
1084,,HP6-20230913,BM0723RP350,DS-0810-2-2,20230810-2,0.247003897,0.024590894,,,0.49139863899999997,0.04892203,8.77,
1124,,HP2-20230830,PET,GU-0727-1-3,20230727-3,0.132355503,0.007254411,,,0.263312908,0.014432193000000001,15.92,31.85751444
1136,,HP2-20230830,PET,GU-0727-1-1,20230727-1,0.184382235,0.010216672,,,0.366816801,0.020325423000000002,14.835,30.750061300000002
1148,,HP2-20230830,PET,GU-0727-1-2,20230727-2,0.180076574,0.004778083,,,0.358250962,0.009505695,14.3705,30.00435407
1196,,HP27-20231107,,Gelatin_old buffer_5min_5,Gelatin_old buffer_5min_5,,,0.049181679000000006,0.002177354,,,,
1200,,HP27-20231107,,Gelatin_new buffer_5min_5,Gelatin_new buffer_5min_5,,,0.04718017099999999,0.00010886799999999999,,,,
1212,,HP27-20231107,,Gelatin_old buffer_5min_2.5,Gelatin_old buffer_5min_2.5,,,0.027694338,0.0015649729999999999,,,,
1216,,HP27-20231107,,Gelatin_new buffer_5min_2.5,Gelatin_new buffer_5min_2.5,,,0.027906035,0.004286665,,,,
1228,,HP27-20231107,,Gelatin_old buffer_5min_0,Gelatin_old buffer_5min_0,,,-0.00045186699999999995,0.0008709410000000001,,,,
1232,,HP27-20231107,,Gelatin_new buffer_5min_0,Gelatin_new buffer_5min_0,,,0.000933792,0.002286221,,,,
1244,,HP27-20231107,,Gelatin_old citrate_5min_5,Gelatin_old citrate_5min_5,,,0.037798103,9.53e-05,,,,
1252,,HP27-20231107,,Gelatin_old citrate_5min_2.5,Gelatin_old citrate_5min_2.5,,,0.026337546,0.001197544,,,,
1260,,HP27-20231107,,Gelatin_old citrate_5min_0,Gelatin_old citrate_5min_0,,,-0.00040375400000000004,0.0009662010000000001,,,,
1280,,HP27-20231107,,Gelatin_old buffer_10min_5,Gelatin_old buffer_10min_5,,,0.052898347000000005,0.003674062,,,,
1284,,HP27-20231107,,Gelatin_new buffer_10min_5,Gelatin_new buffer_10min_5,,,0.050113554000000005,0.002554228,,,,
1296,,HP27-20231107,,Gelatin_old buffer_10min_2.5,Gelatin_old buffer_10min_2.5,,,0.032790896,0.002491316,,,,
1300,,HP27-20231107,,Gelatin_new buffer_10min_2.5,Gelatin_new buffer_10min_2.5,,,0.030708974,0.001535053,,,,
1312,,HP27-20231107,,Gelatin_old buffer_10min_0,Gelatin_old buffer_10min_0,,,-0.00014617700000000002,0.001082087,,,,
1316,,HP27-20231107,,Gelatin_new buffer_10min_0,Gelatin_new buffer_10min_0,,,-1.27e-05,0.001094669,,,,
1328,,HP27-20231107,,Gelatin_old citrate_10min_5,Gelatin_old citrate_10min_5,,,0.054490929,0.00554884,,,,
1336,,HP27-20231107,,Gelatin_old citrate_10min_2.5,Gelatin_old citrate_10min_2.5,,,0.0336984,0.0011827460000000001,,,,
1344,,HP27-20231107,,Gelatin_old citrate_10min_0,Gelatin_old citrate_10min_0,,,-0.000110589,0.001107251,,,,
1364,,HP27-20231107,,Gelatin_old buffer_20min_5,Gelatin_old buffer_20min_5,,,0.062092842999999995,0.00204535,,,,
1368,,HP27-20231107,,Gelatin_new buffer_20min_5,Gelatin_new buffer_20min_5,,,0.061119203,0.0033688109999999998,,,,
1380,,HP27-20231107,,Gelatin_old buffer_20min_2.5,Gelatin_old buffer_20min_2.5,,,0.033006534,0.000828834,,,,
1384,,HP27-20231107,,Gelatin_new buffer_20min_2.5,Gelatin_new buffer_20min_2.5,,,0.033205043,0.001243252,,,,
1396,,HP27-20231107,,Gelatin_old buffer_20min_0,Gelatin_old buffer_20min_0,,,0.000101288,0.001082832,,,,
1400,,HP27-20231107,,Gelatin_new buffer_20min_0,Gelatin_new buffer_20min_0,,,0.000148552,0.001042727,,,,
1412,,HP27-20231107,,Gelatin_old citrate_20min_5,Gelatin_old citrate_20min_5,,,0.061563485,0.003729755,,,,
1420,,HP27-20231107,,Gelatin_old citrate_20min_2.5,Gelatin_old citrate_20min_2.5,,,0.036305566000000004,0.000975886,,,,
1428,,HP27-20231107,,Gelatin_old citrate_20min_0,Gelatin_old citrate_20min_0,,,8.240000000000001e-05,0.001082832,,,,
1448,,HP27-20231107,,Gelatin_old buffer_30min_5,Gelatin_old buffer_30min_5,,,0.068323416,0.0036203520000000003,,,,
1452,,HP27-20231107,,Gelatin_new buffer_30min_5,Gelatin_new buffer_30min_5,,,0.065508423,0.006408439,,,,
1464,,HP27-20231107,,Gelatin_old buffer_30min_2.5,Gelatin_old buffer_30min_2.5,,,0.035975527,0.0015674320000000001,,,,
1468,,HP27-20231107,,Gelatin_new buffer_30min_2.5,Gelatin_new buffer_30min_2.5,,,0.03448466,0.001012589,,,,
1480,,HP27-20231107,,Gelatin_old buffer_30min_0,Gelatin_old buffer_30min_0,,,3.78e-05,0.001095815,,,,
1484,,HP27-20231107,,Gelatin_new buffer_30min_0,Gelatin_new buffer_30min_0,,,0.000135871,0.001095815,,,,
1496,,HP27-20231107,,Gelatin_old citrate_30min_5,Gelatin_old citrate_30min_5,,,0.069814283,0.003120993,,,,
1504,,HP27-20231107,,Gelatin_old citrate_30min_2.5,Gelatin_old citrate_30min_2.5,,,0.036868085,0.001165171,,,,
