hp_sid,experiment_id,biomaterial_id,sample_id,biopsy_id,mg_per_biopsy_mean,mg_per_biopsy_std,mg_per_ml_mean,mg_per_ml_std,mg_per_cm2_mean,mg_per_cm2_std,net_weight_mg,tissue_areal_density_mg_per_cm2
HP63-11,HP63-20240110,,EXP 57A- B1,EXP 57A- B1,,,0.091031525,,,,,
HP63-12,HP63-20240110,,EXP 57A- B2,EXP 57A- B2,,,0.105630521,,,,,
HP63-13,HP63-20240110,,EXP 57A- B7,EXP 57A- B7,,,0.216769132,,,,,
HP63-14,HP63-20240110,,EXP 57A- B8,EXP 57A- B8,,,0.216892892,,,,,
HP63-15,HP63-20240110,,EXP 57A- B9,EXP 57A- B9,,,0.201876767,,,,,
HP63-16,HP63-20240110,,EXP 57A- B10,EXP 57A- B10,,,0.194203692,,,,,
HP62-1,HP62-20240110,,Coating 6-A,Coating 6-A-12/24/,,,0.008071461,,,,,
HP62-2,HP62-20240110,,Coating 4-A,Coating 4-A-12/25/,,,0.007904027,,,,,
HP62-3,HP62-20240110,,Coating 6-B,Coating 6-B-12/24/,,,0.008071461,,,,,
HP62-4,HP62-20240110,,Coating 4-B,Coating 4-B-12/25/,,,0.007987744,,,,,
HP62-5,HP62-20240110,,Coating 7-A,Coating 7-A-12/24/,,,0.008071461,,,,,
HP62-6,HP62-20240110,,Coating 5-A,Coating 5-A-12/25/,,,0.008657478,,,,,
HP62-7,HP62-20240110,,Coating 7-B,Coating 7-B-12/24/,,,0.007945886,,,,,
HP62-8,HP62-20240110,,Coating 5-B,Coating 5-B-12/25/,,,0.008322611,,,,,
HP62-9,HP62-20240110,,uncoated-A,uncoated-A-12/25/,,,0.008197036,,,,,
HP62-10,HP62-20240110,,Coating 6-A,Coating 6-A-12/25/,,,0.008531903,,,,,
HP62-11,HP62-20240110,,uncoated-B,uncoated-B-12/25/,,,0.008280753,,,,,
HP62-12,HP62-20240110,,Coating 6-B,Coating 6-B-12/25/,,,0.008573761,,,,,
HP62-13,HP62-20240110,,Coating 1-A,Coating 1-A-12/25/,,,0.007736594,,,,,
HP62-14,HP62-20240110,,Coating 7-A,Coating 7-A-12/25/,,,0.007820311,,,,,
HP62-15,HP62-20240110,,Coating 1-B,Coating 1-B-12/25/,,,0.008448186,,,,,
HP62-16,HP62-20240110,,Coating 7-B,Coating 7-B-12/25/,,,0.008406328,,,,,
HP62-17,HP62-20240110,,Coating 2-A,Coating 2-A-12/25/,,,0.007778452,,,,,
HP62-18,HP62-20240110,,uncoated-A,uncoated-A-12/26/,,,0.008657478,,,,,
HP62-19,HP62-20240110,,Coating 2-B,Coating 2-B-12/25/,,,0.008071461,,,,,
HP62-20,HP62-20240110,,Coating 3-A,Coating 3-A-12/25/,,,0.008364469,,,,,
HP62-21,HP62-20240110,,Coating 3-B,Coating 3-B-12/25/,,,0.007945886,,,,,
HP62-22,HP62-20240110,,uncoated-B,uncoated-B-12/26/,,,0.008690913,,,,,
HP62-23,HP62-20240110,,Coating 6-B,Coating 6-B-12/26/,,,0.010190513,,,,,
HP62-24,HP62-20240110,,Coating 1-A,Coating 1-A-12/26/,,,0.008893562,,,,,
HP62-25,HP62-20240110,,Coating 7-A,Coating 7-A-12/26/,,,0.01055528,,,,,
HP62-26,HP62-20240110,,Coating 1-B,Coating 1-B-12/26/,,,0.00913674,,,,,
HP62-27,HP62-20240110,,Coating 7-B,Coating 7-B-12/26/,,,0.010393161,,,,,
HP62-28,HP62-20240110,,Coating 2-A,Coating 2-A-12/26/,,,0.00759661,,,,,
HP62-29,HP62-20240110,,uncoated-A,uncoated-A-12/27/,,,0.009379918,,,,,
HP62-30,HP62-20240110,,Coating 2-B,Coating 2-B-12/26/,,,0.007961378,,,,,
HP62-31,HP62-20240110,,uncoated-B,uncoated-B-12/27/,,,0.009379918,,,,,
HP62-32,HP62-20240110,,Coating 3-A,Coating 3-A-12/26/,,,0.00913674,,,,,
HP62-33,HP62-20240110,,Coating 1-A,Coating 1-A-12/27/,,,0.008690913,,,,,
HP62-34,HP62-20240110,,Coating 3-B,Coating 3-B-12/26/,,,0.00905568,,,,,
HP62-35,HP62-20240110,,Coating 1-B,Coating 1-B-12/27/,,,0.008893562,,,,,
HP62-36,HP62-20240110,,Coating 4-A,Coating 4-A-12/26/,,,0.009339389,,,,,
HP62-37,HP62-20240110,,Coating 2-A,Coating 2-A-12/27/,,,0.008204556,,,,,
HP62-38,HP62-20240110,,Coating 4-B,Coating 4-B-12/26/,,,0.009420448,,,,,
HP62-39,HP62-20240110,,Coating 2-B,Coating 2-B-12/27/,,,0.008407205,,,,,
HP62-40,HP62-20240110,,Coating 5-A,Coating 5-A-12/26/,,,0.010312102,,,,,
HP62-41,HP62-20240110,,Coating 5-B,Coating 5-B-12/26/,,,0.010068924,,,,,
HP62-42,HP62-20240110,,Coating 6-A,Coating 6-A-12/26/,,,0.01055528,,,,,
HP62-43,HP62-20240110,,Coating 3-A,Coating 3-A-12/27/,,,0.008359123,,,,,
HP62-44,HP62-20240110,,Fresh Adv DMEM,Fresh Adv DMEM-12/27/,,,-0.002262114,,,,,
HP62-45,HP62-20240110,,Coating 3-B,Coating 3-B-12/27/,,,0.008442318,,,,,
HP62-46,HP62-20240110,,Coating 4-A,Coating 4-A-12/27/,,,0.008816695,,,,,
HP62-47,HP62-20240110,,Coating 4-B,Coating 4-B-12/27/,,,0.008983086,,,,,
HP62-48,HP62-20240110,,Coating 5-A,Coating 5-A-12/27/,,,0.008608708,,,,,
HP62-49,HP62-20240110,,Coating 5-B,Coating 5-B-12/27/,,,0.009149476,,,,,
HP62-50,HP62-20240110,,Coating 6-A,Coating 6-A-12/27/,,,0.009482256,,,,,
HP62-51,HP62-20240110,,Coating 6-B,Coating 6-B-12/27/,,,0.009232671,,,,,
HP62-52,HP62-20240110,,Coating 7-A,Coating 7-A-12/27/,,,0.008941488,,,,,
HP62-53,HP62-20240110,,Coating 7-B,Coating 7-B-12/27/,,,0.009149476,,,,,
HP62-54,HP62-20240110,,Fresh Induction media,Fresh Induction media-12/27/,,,0.007457843,,,,,
HP59-1,HP59-20240108,PET723-30050,EXP060 231227 Sample #7,EXP060 2311227 Sample #7,-0.003415547,,-0.006831095,,,,0.725,
HP59-2,HP59-20240108,PET723-30050,EXP060 231227 Sample #8,EXP060 2311227 Sample #8,-0.002330617,,-0.004661235,,,,0.66,
HP59-3,HP59-20240108,PET723-30050,EXP060 231227 Sample #9 ,EXP060 2311227 Sample #9 ,-0.003053904,,-0.006107808,,,,1.055,
HP59-4,HP59-20240108,PET723-30050,EXP060 231227 Sample #10,EXP060 2311227 Sample #10,0.000321434,,0.000642868,,,,1.05,
HP59-5,HP59-20240108,PET723-30050,EXP060 231227 Sample #11,EXP060 2311227 Sample #11,-0.003656643,,-0.007313286,,,,0.86,
HP59-6,HP59-20240108,PET723-30050,EXP060 231227 Sample #12,EXP060 2311227 Sample #12,-0.000160757,,-0.000321514,,,,1.56,
HP59-7,HP59-20240108,PET723-30050,EXP060 231227 Sample #1,EXP060 2311227 Sample #1,-0.000160757,,-0.000321514,,,,1.875,
HP59-8,HP59-20240108,PET723-30050,EXP060 231227 Sample #2,EXP060 2311227 Sample #2,-0.002451165,,-0.00490233,,,,1.43,
HP59-9,HP59-20240108,PET723-30050,EXP060 231227 Sample #3,EXP060 2311227 Sample #3,-0.003656643,,-0.007313286,,,,0.2,
HP59-10,HP59-20240108,PET723-30050,EXP060 231227 Sample #4,EXP060 2311227 Sample #4,-0.000884044,,-0.001768088,,,,0.92,
HP59-11,HP59-20240108,PET723-30050,EXP060 231227 Sample #5,EXP060 2311227 Sample #5,-0.004741573,,-0.009483146,,,,0.355,
HP59-12,HP59-20240108,PET723-30050,EXP060 231227 Sample #6,EXP060 2311227 Sample #6,-0.004500477,,-0.009000955,,,,0.255,
HP59-13,HP59-20240108,PET723-30050,EXP060 231227 Sample #13,EXP060 2311227 Sample #13,-0.003428342,,-0.006856685,,,,1.4,
HP59-14,HP59-20240108,PET723-30050,EXP060 231227 Sample #14,EXP060 2311227 Sample #14,-0.001762579,,-0.003525158,,,,0.84,
HP59-15,HP59-20240108,PET723-30050,EXP060 231227 Sample #15,EXP060 2311227 Sample #15,-0.004325292,,-0.008650583,,-0.550713239,,0.635,80.85071109
HP59-16,HP59-20240108,PET723-30050,EXP060 231227 Sample #16,EXP060 2311227 Sample #16,-0.003172071,,-0.006344142,,,,1.32,
HP68-1,HP68-20240112,PET723-100116,CC1- -2-7D-C,CC1-2-11162023-7d,-0.027628141,0.003818707,-0.055256282,0.007637414,-0.05496444,0.007597077,8.4,17.13651114
HP68-2,HP68-20240112,PET723-100116,CC1- -2-7D-D,CC1-2-11162023-7d,-0.027628141,0.003818707,-0.055256282,0.007637414,-0.05496444,0.007597077,9.065,17.13651114
HP68-3,HP68-20240112,PET723-30050,CC1- -3-7D-A,CC1-3-11162023-7d,-0.030463954,0.002172067,-0.060927907,0.004344134,-0.06060611,0.00432119,4.345,9.288183007
HP68-4,HP68-20240112,PET723-30050,CC1- -3-7D-B,CC1-3-11162023-7d,-0.030463954,0.002172067,-0.060927907,0.004344134,-0.06060611,0.00432119,5.585,9.288183007
HP68-5,HP68-20240112,PET723-30050,CC1- -3-7D-C,CC1-3-11162023-7d,-0.030463954,0.002172067,-0.060927907,0.004344134,-0.06060611,0.00432119,4.82,9.288183007
HP68-6,HP68-20240112,PET723-30050,CC1- -3-7D-D,CC1-3-11162023-7d,-0.030463954,0.002172067,-0.060927907,0.004344134,-0.06060611,0.00432119,3.925,9.288183007
HP68-7,HP68-20240112,PET723-100116,CC1- -1-7D-A,CC1-1-11162023-7d,-0.023374422,0.002983225,-0.046748844,0.005966449,-0.046501935,0.005934937,8.735,16.7261898
HP68-8,HP68-20240112,PET723-100116,CC1- -1-7D-B,CC1-1-11162023-7d,-0.023374422,0.002983225,-0.046748844,0.005966449,-0.046501935,0.005934937,8.785,16.7261898
HP68-9,HP68-20240112,PET723-100116,CC1- -1-7D-C,CC1-1-11162023-7d,-0.023374422,0.002983225,-0.046748844,0.005966449,-0.046501935,0.005934937,7.86,16.7261898
HP68-10,HP68-20240112,PET723-100116,CC1- -1-7D-D,CC1-1-11162023-7d,-0.023374422,0.002983225,-0.046748844,0.005966449,-0.046501935,0.005934937,8.25,16.7261898
HP68-11,HP68-20240112,PET723-100116,CC1- -2-7D-A,CC1-2-11162023-7d,-0.027628141,0.003818707,-0.055256282,0.007637414,-0.05496444,0.007597077,8.71,17.13651114
HP68-12,HP68-20240112,PET723-100116,CC1- -2-7D-B,CC1-2-11162023-7d,-0.027628141,0.003818707,-0.055256282,0.007637414,-0.05496444,0.007597077,8.28,17.13651114
HP68-13,HP68-20240112,PET723-30050,CC1- -4-7D-A,CC1-4-11162023-7d,-0.051463988,0.012703143,-0.102927975,0.025406287,-0.10238435,0.025272101,4.605,9.424956786
HP68-14,HP68-20240112,PET723-100116,CC1- -1-14D-A,CC1-1-11162023-14d,0.064404269,0.02609405,0.128808538,0.052188101,0.128128222,0.051912464,14.04,27.42189934
HP68-15,HP68-20240112,PET723-30050,CC1- -4-7D-B,CC1-4-11162023-7d,-0.051463988,0.012703143,-0.102927975,0.025406287,-0.10238435,0.025272101,4.795,9.424956786
HP68-16,HP68-20240112,PET723-100116,CC1- -1-14D-B,CC1-1-11162023-14d,0.064404269,0.02609405,0.128808538,0.052188101,0.128128222,0.051912464,13.38,27.42189934
HP68-17,HP68-20240112,PET723-30050,CC1- -4-7D-C,CC1-4-11162023-7d,-0.051463988,0.012703143,-0.102927975,0.025406287,-0.10238435,0.025272101,4.94,9.424956786
HP68-18,HP68-20240112,PET723-100116,CC1- -1-14D-C,CC1-1-11162023-14d,0.064404269,0.02609405,0.128808538,0.052188101,0.128128222,0.051912464,12.355,27.42189934
HP68-19,HP68-20240112,PET723-30050,CC1- -4-7D-D,CC1-4-11162023-7d,-0.051463988,0.012703143,-0.102927975,0.025406287,-0.10238435,0.025272101,4.61,9.424956786
HP68-20,HP68-20240112,PET723-100116,CC1- -1-14D-D,CC1-1-11162023-14d,0.064404269,0.02609405,0.128808538,0.052188101,0.128128222,0.051912464,15.36,27.42189934
HP68-21,HP68-20240112,PET723-30050,CC1- -5-7D-A,CC1-5-11162023-7d,-0.057129917,0.006241101,-0.114259834,0.012482202,-0.113656359,0.012416276,6.305,12.71996147
HP68-22,HP68-20240112,PET723-100116,CC1- -2-14D-A,CC1-2-11162023-14d,0.063166273,0.028414372,0.126332546,0.056828745,0.125665307,0.056528598,12.79,25.36780585
HP68-23,HP68-20240112,PET723-30050,CC1- -5-7D-B,CC1-5-11162023-7d,-0.057129917,0.006241101,-0.114259834,0.012482202,-0.113656359,0.012416276,7.11,12.71996147
HP68-24,HP68-20240112,PET723-100116,CC1- -2-14D-B,CC1-2-11162023-14d,0.063166273,0.028414372,0.126332546,0.056828745,0.125665307,0.056528598,12.65,25.36780585
HP68-25,HP68-20240112,PET723-30050,CC1- -5-7D-C,CC1-5-11162023-7d,-0.057129917,0.006241101,-0.114259834,0.012482202,-0.113656359,0.012416276,5.83,12.71996147
HP68-26,HP68-20240112,PET723-30050,CC1- -5-7D-D,CC1-5-11162023-7d,-0.057129917,0.006241101,-0.114259834,0.012482202,-0.113656359,0.012416276,6.33,12.71996147
HP68-27,HP68-20240112,PET723-30050,CC1- -6-7D-A,CC1-6-11162023-7d,-0.003020291,0.068482784,-0.006040582,0.136965567,-0.006008678,0.136242169,6.8,13.65250996
HP68-28,HP68-20240112,PET723-30050,CC1- -6-7D-B,CC1-6-11162023-7d,-0.003020291,0.068482784,-0.006040582,0.136965567,-0.006008678,0.136242169,7.595,13.65250996
HP68-29,HP68-20240112,PET723-30050,CC1- -6-7D-C,CC1-6-11162023-7d,-0.003020291,0.068482784,-0.006040582,0.136965567,-0.006008678,0.136242169,6.235,13.65250996
HP68-30,HP68-20240112,PET723-30050,CC1- -6-7D-D,CC1-6-11162023-7d,-0.003020291,0.068482784,-0.006040582,0.136965567,-0.006008678,0.136242169,6.82,13.65250996
HP68-31,HP68-20240112,PET723-100116,CC1- -2-14D-C,CC1-2-11162023-14d,0.063166273,0.028414372,0.126332546,0.056828745,0.125665307,0.056528598,12.4,25.36780585
HP68-32,HP68-20240112,,EXP 50A- C2,EXP 50A- C2,-0.000976329,,-0.001952658,,-0.001942345,,,
HP68-33,HP68-20240112,PET723-100116,CC1- -2-14D-D,CC1-2-11162023-14d,0.063166273,0.028414372,0.126332546,0.056828745,0.125665307,0.056528598,13.165,25.36780585
HP68-34,HP68-20240112,,EXP 50A- C4,EXP 50A- C4,-0.000748685,,-0.00149737,,-0.001489462,,,
HP68-35,HP68-20240112,PET723-30050,CC1- -3-14D-A,CC1-3-11162023-14d,0.096515233,0.009715495,0.193030466,0.01943099,0.192010955,0.019328363,7.48,15.9851246
HP68-36,HP68-20240112,,EXP 50A- C6,EXP 50A- C6,-0.000919418,,-0.001838836,,-0.001829124,,,
HP68-37,HP68-20240112,PET723-30050,CC1- -3-14D-B,CC1-3-11162023-14d,0.096515233,0.009715495,0.193030466,0.01943099,0.192010955,0.019328363,8.64,15.9851246
HP68-38,HP68-20240112,,EXP 50A- A10,EXP 50A- A10,0.02025146,,0.04050292,,0.040288999,,,
HP68-39,HP68-20240112,PET723-30050,CC1- -3-14D-C,CC1-3-11162023-14d,0.096515233,0.009715495,0.193030466,0.01943099,0.192010955,0.019328363,8.45,15.9851246
HP68-40,HP68-20240112,,EXP 50A- A12,EXP 50A- A12,0.027194597,,0.054389194,,0.054101932,,,
HP68-41,HP68-20240112,PET723-30050,CC1- -3-14D-D,CC1-3-11162023-14d,0.096515233,0.009715495,0.193030466,0.01943099,0.192010955,0.019328363,7.57,15.9851246
HP68-42,HP68-20240112,,EXP 50A- A14,EXP 50A- A14,0.03561742,,0.071234839,,0.070858605,,,
HP68-43,HP68-20240112,,EXP 50A- A2,EXP 50A- A2,0.006479007,,0.012958014,,0.012889575,,,
HP68-44,HP68-20240112,,EXP 50A- A4,EXP 50A- A4,0.006023719,,0.012047439,,0.011983809,,,
HP68-45,HP68-20240112,,EXP 50A- A6,EXP 50A- A6,0.002153774,,0.004307548,,0.004284797,,,
HP68-46,HP68-20240112,,EXP 50A- B2,EXP 50A- B2,0.009324555,,0.01864911,,0.018550613,,,
HP68-47,HP68-20240112,,EXP 50A- B4,EXP 50A- B4,0.006479007,,0.012958014,,0.012889575,,,
HP68-48,HP68-20240112,,EXP 50A- B6,EXP 50A- B6,0.006763562,,0.013527124,,0.013455679,,,
HP68-49,HP68-20240112,,EXP 50A- B10,EXP 50A- B10,0.060615144,,0.121230287,,0.120589997,,,
HP68-50,HP68-20240112,,EXP 50A- C19,EXP 50A- C19,-0.001116857,,-0.002233713,,-0.002221916,,,
HP68-51,HP68-20240112,,EXP 50A- B12,EXP 50A- B12,0.037988037,,0.075976074,,0.075574799,,,
HP68-52,HP68-20240112,,EXP 50A- C20,EXP 50A- C20,-0.001176559,,-0.002353118,,-0.002340689,,,
HP68-53,HP68-20240112,,EXP 50A- B14,EXP 50A- B14,0.047958292,,0.095916585,,0.095409991,,,
HP68-54,HP68-20240112,,EXP 50A- C22,EXP 50A- C22,-0.002490006,,-0.004980011,,-0.004953709,,,
HP68-55,HP68-20240112,,EXP 50A- C10,EXP 50A- C10,-0.002012389,,-0.004024777,,-0.00400352,,,
HP68-56,HP68-20240112,,EXP 50A- C12,EXP 50A- C12,-0.00177358,,-0.00354716,,-0.003528425,,,
HP68-57,HP68-20240112,,EXP 50A- C14,EXP 50A- C14,-0.002012389,,-0.004024777,,-0.00400352,,,
HP68-58,HP68-20240112,,EXP 50A- A19,EXP 50A- A19,0.058943484,,0.117886968,,0.117264336,,,
HP68-59,HP68-20240112,,EXP 50A- A20,EXP 50A- A20,0.023002803,,0.046005606,,0.045762623,,,
HP68-60,HP68-20240112,,EXP 50A- A22,EXP 50A- A22,0.03948059,,0.078961181,,0.078544139,,,
HP68-61,HP68-20240112,,EXP 50A- B19,EXP 50A- B19,0.098764803,,0.197529607,,0.196486333,,,
HP68-62,HP68-20240112,,EXP 50A- B20,EXP 50A- B20,0.073928718,,0.147857436,,0.147076512,,,
HP68-63,HP68-20240112,,EXP 50A- B22,EXP 50A- B22,0.105152931,,0.210305862,,0.209195109,,,
HP67-1,HP67-20240112,PET723-100116,CC1- -2-11D-C,CC1-2-11162023-11d,0.033407797,0.002165411,0.066815594,0.004330822,0.066462701,0.004307948,10.565,20.62051231
HP67-2,HP67-20240112,PET723-100116,CC1- -2-11D-D,CC1-2-11162023-11d,0.033407797,0.002165411,0.066815594,0.004330822,0.066462701,0.004307948,9.69,20.62051231
HP67-3,HP67-20240112,PET723-100116,CC1- -1-11D-A,CC1-1-11162023-11d,0.049804672,0.013621232,0.099609343,0.027242464,0.099083246,0.02709858,11.275,23.7265205
HP67-4,HP67-20240112,PET723-100116,CC1- -1-11D-B,CC1-1-11162023-11d,0.049804672,0.013621232,0.099609343,0.027242464,0.099083246,0.02709858,11.92,23.7265205
HP67-5,HP67-20240112,PET723-100116,CC1- -1-11D-C,CC1-1-11162023-11d,0.049804672,0.013621232,0.099609343,0.027242464,0.099083246,0.02709858,10.295,23.7265205
HP67-6,HP67-20240112,PET723-100116,CC1- -1-11D-D,CC1-1-11162023-11d,0.049804672,0.013621232,0.099609343,0.027242464,0.099083246,0.02709858,14.215,23.7265205
HP67-7,HP67-20240112,PET723-100116,CC1- -2-11D-B,CC1-2-11162023-11d,0.033407797,0.002165411,0.066815594,0.004330822,0.066462701,0.004307948,10.745,20.62051231
HP67-8,HP67-20240112,PET723-30050,CC1- -4-11D-B,CC1-4-11162023-11d,0.036021575,0.002791167,0.07204315,0.005582335,0.071662647,0.005552851,6.91,14.27669575
HP67-9,HP67-20240112,PET723-30050,CC1- -6-11D-A,CC1-6-11162023-11d,0.026544185,0.003875267,0.05308837,0.007750533,0.052807979,0.007709598,8.245,16.47004981
HP67-10,HP67-20240112,PET723-100116,CC1- -2-11D-A,CC1-2-11162023-11d,0.033407797,0.002165411,0.066815594,0.004330822,0.066462701,0.004307948,10.46,20.62051231
HP67-11,HP67-20240112,PET723-30050,CC1- -4-11D-A,CC1-4-11162023-11d,0.036021575,0.002791167,0.07204315,0.005582335,0.071662647,0.005552851,7.465,14.27669575
HP67-12,HP67-20240112,PET723-30050,CC1- -4-11D-C,CC1-4-11162023-11d,0.036021575,0.002791167,0.07204315,0.005582335,0.071662647,0.005552851,7.24,14.27669575
HP67-13,HP67-20240112,PET723-100116,CC1- -1-28D-A,CC1-1-11162023-28d,0.084921505,0.00150342,0.169843009,0.003006841,0.168945966,0.00299096,14.66,28.63794257
HP67-14,HP67-20240112,PET723-30050,CC1- -4-11D-D,CC1-4-11162023-11d,0.036021575,0.002791167,0.07204315,0.005582335,0.071662647,0.005552851,7.09,14.27669575
HP67-15,HP67-20240112,PET723-100116,CC1- -1-28D-B,CC1-1-11162023-28d,0.084921505,0.00150342,0.169843009,0.003006841,0.168945966,0.00299096,14.64,28.63794257
HP67-16,HP67-20240112,PET723-30050,CC1- -3-11D-A,CC1-3-11162023-11d,0.037860389,0.003211242,0.075720779,0.006422483,0.075320851,0.006388562,6.97,13.78679695
HP67-17,HP67-20240112,PET723-100116,CC1- -1-28D-C,CC1-1-11162023-28d,0.084921505,0.00150342,0.169843009,0.003006841,0.168945966,0.00299096,14.24,28.63794257
HP67-18,HP67-20240112,PET723-30050,CC1- -3-11D-B,CC1-3-11162023-11d,0.037860389,0.003211242,0.075720779,0.006422483,0.075320851,0.006388562,6.88,13.78679695
HP67-19,HP67-20240112,PET723-100116,CC1- -1-28D-D,CC1-1-11162023-28d,0.084921505,0.00150342,0.169843009,0.003006841,0.168945966,0.00299096,14.04,28.63794257
HP67-20,HP67-20240112,PET723-30050,CC1- -3-11D-C,CC1-3-11162023-11d,0.037860389,0.003211242,0.075720779,0.006422483,0.075320851,0.006388562,6.475,13.78679695
HP67-21,HP67-20240112,PET723-100116,CC1- -2-28D-A,CC1-2-11162023-28d,0.087760287,0.007567506,0.175520575,0.015135013,0.174593544,0.015055075,15.035,30.62737936
HP67-22,HP67-20240112,PET723-30050,CC1- -3-11D-D,CC1-3-11162023-11d,0.037860389,0.003211242,0.075720779,0.006422483,0.075320851,0.006388562,7.395,13.78679695
HP67-23,HP67-20240112,PET723-100116,CC1- -2-28D-B,CC1-2-11162023-28d,0.087760287,0.007567506,0.175520575,0.015135013,0.174593544,0.015055075,15.575,30.62737936
HP67-24,HP67-20240112,PET723-30050,CC1- -6-11D-C,CC1-6-11162023-11d,0.026544185,0.003875267,0.05308837,0.007750533,0.052807979,0.007709598,8.205,16.47004981
HP67-25,HP67-20240112,PET723-30050,CC1- -6-11D-D,CC1-6-11162023-11d,0.026544185,0.003875267,0.05308837,0.007750533,0.052807979,0.007709598,8.42,16.47004981
HP67-26,HP67-20240112,PET723-30050,CC1- -5-11D-A,CC1-5-11162023-11d,0.020938277,0.004365188,0.041876554,0.008730375,0.041655379,0.008684265,8.32,16.80079368
HP67-27,HP67-20240112,PET723-30050,CC1- -5-11D-B,CC1-5-11162023-11d,0.020938277,0.004365188,0.041876554,0.008730375,0.041655379,0.008684265,7.86,16.80079368
HP67-28,HP67-20240112,PET723-30050,CC1- -5-11D-C,CC1-5-11162023-11d,0.020938277,0.004365188,0.041876554,0.008730375,0.041655379,0.008684265,8.01,16.80079368
HP67-29,HP67-20240112,PET723-30050,CC1- -5-11D-D,CC1-5-11162023-11d,0.020938277,0.004365188,0.041876554,0.008730375,0.041655379,0.008684265,9.59,16.80079368
HP67-30,HP67-20240112,PET723-100116,CC1- -2-28D-C,CC1-2-11162023-28d,0.087760287,0.007567506,0.175520575,0.015135013,0.174593544,0.015055075,15.28,30.62737936
HP67-31,HP67-20240112,PET723-30050,CC1- -5-28D-C,CC1-5-11162023-28d,0.094775152,0.012478857,0.189550304,0.024957713,0.188549174,0.024825897,12.89,26.38739221
HP67-32,HP67-20240112,PET723-100116,CC1- -2-28D-D,CC1-2-11162023-28d,0.087760287,0.007567506,0.175520575,0.015135013,0.174593544,0.015055075,15.69,30.62737936
HP67-33,HP67-20240112,PET723-30050,CC1- -5-28D-D,CC1-5-11162023-28d,0.094775152,0.012478857,0.189550304,0.024957713,0.188549174,0.024825897,12.425,26.38739221
HP67-34,HP67-20240112,PET723-30050,CC1- -3-28D-A,CC1-3-11162023-28d,0.184959252,0.01135427,0.369918503,0.022708541,0.367964739,0.022588603,11.95,22.57513396
HP67-35,HP67-20240112,PET723-30050,CC1- -6-28D-A,CC1-6-11162023-28d,0.084822012,0.007171452,0.169644025,0.014342905,0.168748032,0.014267151,11.69,23.00783646
HP67-36,HP67-20240112,PET723-30050,CC1- -3-28D-B,CC1-3-11162023-28d,0.184959252,0.01135427,0.369918503,0.022708541,0.367964739,0.022588603,10.97,22.57513396
HP67-37,HP67-20240112,PET723-30050,CC1- -6-28D-B,CC1-6-11162023-28d,0.084822012,0.007171452,0.169644025,0.014342905,0.168748032,0.014267151,10.86,23.00783646
HP67-38,HP67-20240112,PET723-30050,CC1- -3-28D-C,CC1-3-11162023-28d,0.184959252,0.01135427,0.369918503,0.022708541,0.367964739,0.022588603,11.19,22.57513396
HP67-39,HP67-20240112,PET723-30050,CC1- -6-28D-C,CC1-6-11162023-28d,0.084822012,0.007171452,0.169644025,0.014342905,0.168748032,0.014267151,11.605,23.00783646
HP67-40,HP67-20240112,PET723-30050,CC1- -3-28D-D,CC1-3-11162023-28d,0.184959252,0.01135427,0.369918503,0.022708541,0.367964739,0.022588603,11.28,22.57513396
HP67-41,HP67-20240112,PET723-30050,CC1- -6-28D-D,CC1-6-11162023-28d,0.084822012,0.007171452,0.169644025,0.014342905,0.168748032,0.014267151,12.105,23.00783646
HP67-42,HP67-20240112,PET723-30050,CC1- -4-28D-A,CC1-4-11162023-28d,0.195806731,0.007322971,0.391613462,0.014645942,0.389545114,0.014568588,11.97,23.36096149
HP67-43,HP67-20240112,PET723-30050,CC1- -4-28D-B,CC1-4-11162023-28d,0.195806731,0.007322971,0.391613462,0.014645942,0.389545114,0.014568588,10.605,23.36096149
HP67-44,HP67-20240112,PET723-30050,CC1- -4-28D-C,CC1-4-11162023-28d,0.195806731,0.007322971,0.391613462,0.014645942,0.389545114,0.014568588,12.05,23.36096149
HP67-45,HP67-20240112,PET723-30050,CC1- -4-28D-D,CC1-4-11162023-28d,0.195806731,0.007322971,0.391613462,0.014645942,0.389545114,0.014568588,12.345,23.36096149
HP67-46,HP67-20240112,PET723-30050,CC1- -5-28D-A,CC1-5-11162023-28d,0.094775152,0.012478857,0.189550304,0.024957713,0.188549174,0.024825897,13.43,26.38739221
HP67-47,HP67-20240112,PET723-30050,CC1- -5-28D-B,CC1-5-11162023-28d,0.094775152,0.012478857,0.189550304,0.024957713,0.188549174,0.024825897,14.31,26.38739221
HP67-48,HP67-20240112,PET723-30050,EXP 50A- A19,EXP 50A- A19,0.047360612,,0.094721225,,0.094220945,,7.936667,15.78949731
HP67-49,HP67-20240112,PET723-30050,EXP 50A- A20,EXP 50A- A20,0.020528255,,0.04105651,,0.040839665,,7.936667,15.78949731
HP67-50,HP67-20240112,PET723-30050,EXP 50A- A22,EXP 50A- A22,0.03254818,,0.06509636,,0.064752546,,7.936667,15.78949731
HP67-51,HP67-20240112,PET723-30050,EXP 50A- B19,EXP 50A- B19,0.075431387,,0.150862773,,0.150065975,,7.6,15.11971959
HP67-52,HP67-20240112,PET723-30050,EXP 50A- B20,EXP 50A- B20,0.053819804,,0.107639609,,0.107071099,,7.6,15.11971959
HP67-53,HP67-20240112,PET723-30050,EXP 50A- B22,EXP 50A- B22,0.075747061,,0.151494123,,0.15069399,,7.6,15.11971959
