"id","experiment_id","biopsy_id","biomaterial_id","mg_per_biopsy_mean","mg_per_biopsy_std","mg_per_ml_mean","mg_per_ml_std","mg_per_cm2_mean","mg_per_cm2_std","net_weight_mg","tissue_areal_density_mg_per_cm2","sample_id","hp_sid"
740,"HP37-20231120","No reaction_Gelatin_0",NULL,NULL,NULL,"-0.0005179745701352453",NULL,NULL,NULL,NULL,NULL,NULL,NULL
741,"HP37-20231120","No reaction_Gelatin_2.5",NULL,NULL,NULL,"-0.0004075230859188181",NULL,NULL,NULL,NULL,NULL,NULL,NULL
742,"HP37-20231120","No reaction_Gelatin_5",NULL,NULL,NULL,"-0.0003191618985456765",NULL,NULL,NULL,NULL,NULL,NULL,NULL
743,"HP37-20231120","No reaction_Glutamic acid",NULL,NULL,NULL,"-0.0006009706224839032",NULL,NULL,NULL,NULL,NULL,NULL,NULL
744,"HP37-20231120","No reaction_Glycine",NULL,NULL,NULL,"-0.0005768187634060881",NULL,NULL,NULL,NULL,NULL,NULL,NULL
745,"HP37-20231120","No reaction_Histidine",NULL,NULL,NULL,"-0.0006009706224839032",NULL,NULL,NULL,NULL,NULL,NULL,NULL
746,"HP37-20231120","No reaction_Hydroxyproline",NULL,NULL,NULL,"-9.37815818497882e-05",NULL,NULL,NULL,NULL,NULL,NULL,NULL
747,"HP37-20231120","No reaction_Isoleucine",NULL,NULL,NULL,"-0.0006009706224839032",NULL,NULL,NULL,NULL,NULL,NULL,NULL
748,"HP37-20231120","No reaction_Leucine",NULL,NULL,NULL,"-0.0006009706224839032",NULL,NULL,NULL,NULL,NULL,NULL,NULL
749,"HP37-20231120","No reaction_Lysine",NULL,NULL,NULL,"-0.0006251224815617183",NULL,NULL,NULL,NULL,NULL,NULL,NULL
750,"HP37-20231120","No reaction_Methionine",NULL,NULL,NULL,"-0.0006009706224839032",NULL,NULL,NULL,NULL,NULL,NULL,NULL
751,"HP37-20231120","No reaction_Phenylalaine",NULL,NULL,NULL,"-0.0006009706224839032",NULL,NULL,NULL,NULL,NULL,NULL,NULL
752,"HP37-20231120","No reaction_Proline",NULL,NULL,NULL,"-0.0005043631861726434",NULL,NULL,NULL,NULL,NULL,NULL,NULL
753,"HP37-20231120","No reaction_Serine",NULL,NULL,NULL,"-0.0006009706224839032",NULL,NULL,NULL,NULL,NULL,NULL,NULL
754,"HP37-20231120","No reaction_Threonine",NULL,NULL,NULL,"-0.0006009706224839032",NULL,NULL,NULL,NULL,NULL,NULL,NULL
755,"HP37-20231120","No reaction_Tryptophan",NULL,NULL,NULL,"-0.0005285150452504585",NULL,NULL,NULL,NULL,NULL,NULL,NULL
756,"HP37-20231120","No reaction_Tyrosine",NULL,NULL,NULL,"-0.0005285150452504585",NULL,NULL,NULL,NULL,NULL,NULL,NULL
757,"HP37-20231120","No reaction_Valine",NULL,NULL,NULL,"-0.0005768187634060881",NULL,NULL,NULL,NULL,NULL,NULL,NULL
758,"HP37-20231120","Phenylalaine",NULL,NULL,NULL,"5.112957261710141e-05",NULL,NULL,NULL,NULL,NULL,NULL,NULL
759,"HP37-20231120","Proline",NULL,NULL,NULL,"7.528143169491658e-05",NULL,NULL,NULL,NULL,NULL,NULL,NULL
760,"HP37-20231120","Serine",NULL,NULL,NULL,"-0.0004077557498613833",NULL,NULL,NULL,NULL,NULL,NULL,NULL
761,"HP37-20231120","Threonine",NULL,NULL,NULL,"-0.00043190760893919815",NULL,NULL,NULL,NULL,NULL,NULL,NULL
762,"HP37-20231120","Tryptophan",NULL,NULL,NULL,"2.6977713539286592e-05",NULL,NULL,NULL,NULL,NULL,NULL,NULL
763,"HP37-20231120","Tyrosine",NULL,NULL,NULL,"0.0007032297677181063",NULL,NULL,NULL,NULL,NULL,NULL,NULL
764,"HP37-20231120","Valine",NULL,NULL,NULL,"-0.00038360389078356816",NULL,NULL,NULL,NULL,NULL,NULL,NULL
860,"HP39-20231127","FBS<3k",NULL,NULL,NULL,"0.012376857154740723","0.0018524100341050847",NULL,NULL,NULL,NULL,NULL,NULL
861,"HP39-20231127","FBS>3k",NULL,NULL,NULL,"0.013585951028574912","0.00042747923863963646",NULL,NULL,NULL,NULL,NULL,NULL
862,"HP39-20231127","FBS_whole",NULL,NULL,NULL,"0.025928784323965632","0.0011399446363723636",NULL,NULL,NULL,NULL,NULL,NULL
863,"HP39-20231127","Fresh_TGFBS231012D",NULL,NULL,NULL,"0.00925612545193647","0.0004929482181347471",NULL,NULL,NULL,NULL,NULL,NULL
864,"HP39-20231127","No_reaction_FBS<3k",NULL,NULL,NULL,"-0.002434542799728137","7.124653977327213e-05",NULL,NULL,NULL,NULL,NULL,NULL
865,"HP39-20231127","No_reaction_FBS>3k",NULL,NULL,NULL,"0.026281436703833948","0.00035623269886635693",NULL,NULL,NULL,NULL,NULL,NULL
866,"HP39-20231127","No_reaction_FBS_whole",NULL,NULL,NULL,"0.04134473121535158","0.0014249307954654622",NULL,NULL,NULL,NULL,NULL,NULL
867,"HP39-20231127","No_reaction_Fresh_TGFBS231012D",NULL,NULL,NULL,"0.009414565010035065","8.9626948751769e-05",NULL,NULL,NULL,NULL,NULL,NULL
868,"HP39-20231127","No_reaction_Gelatin_0",NULL,NULL,NULL,"-0.0014064521530519876","3.0665868333667484e-19",NULL,NULL,NULL,NULL,NULL,NULL
869,"HP39-20231127","No_reaction_Gelatin_2.5",NULL,NULL,NULL,"-0.0012879135379702052","3.3527783422716307e-05",NULL,NULL,NULL,NULL,NULL,NULL
870,"HP39-20231127","No_reaction_Gelatin_5",NULL,NULL,NULL,"-0.0011930826459047785","3.3527783422716307e-05",NULL,NULL,NULL,NULL,NULL,NULL
871,"HP39-20231127","No_reaction_TGFBS_0.01Hyp",NULL,NULL,NULL,"0.009129373805457593","0.00022406737187942677",NULL,NULL,NULL,NULL,NULL,NULL
872,"HP39-20231127","No_reaction_TGFBS_0.02Hyp",NULL,NULL,NULL,"0.009414565010035065","8.962694875177144e-05",NULL,NULL,NULL,NULL,NULL,NULL
873,"HP39-20231127","No_reaction_TGFBS_0.03Hyp",NULL,NULL,NULL,"0.008907558424119562","0.0001792538975035441",NULL,NULL,NULL,NULL,NULL,NULL
874,"HP39-20231127","No_reaction_TGFBS_0.04Hyp",NULL,NULL,NULL,"0.008907558424119562","8.9626948751769e-05",NULL,NULL,NULL,NULL,NULL,NULL
875,"HP39-20231127","No_reaction_TGFBS_0.05Hyp",NULL,NULL,NULL,"0.008749118866020972","4.481347437588756e-05",NULL,NULL,NULL,NULL,NULL,NULL
876,"HP39-20231127","TGFBS_0.01Hyp",NULL,NULL,NULL,"0.021424283513908453","0.000224067371879428",NULL,NULL,NULL,NULL,NULL,NULL
877,"HP39-20231127","TGFBS_0.02Hyp",NULL,NULL,NULL,"0.031326755895070564","0.00042572800657092203",NULL,NULL,NULL,NULL,NULL,NULL
878,"HP39-20231127","TGFBS_0.03Hyp",NULL,NULL,NULL,"0.04135597992271152","8.96269487517702e-05",NULL,NULL,NULL,NULL,NULL,NULL
879,"HP39-20231127","TGFBS_0.04Hyp",NULL,NULL,NULL,"0.05070391385052856","0.0012995907569007",NULL,NULL,NULL,NULL,NULL,NULL
880,"HP39-20231127","TGFBS_0.05Hyp",NULL,NULL,NULL,"0.06157286753609209","0.00138921770565247",NULL,NULL,NULL,NULL,NULL,NULL
881,"HP38-20231121","DNA_calf_thymus_2ug_ml",NULL,NULL,NULL,"-0.0012218043045730401","3.909512494556525e-05",NULL,NULL,NULL,NULL,NULL,NULL
882,"HP38-20231121","FBS<3K",NULL,NULL,NULL,"0.02498817956916715","0.0016400883153968545",NULL,NULL,NULL,NULL,NULL,NULL
883,"HP38-20231121","FBS>3K",NULL,NULL,NULL,"0.02586796531159344","0.0020925264713683974",NULL,NULL,NULL,NULL,NULL,NULL
884,"HP38-20231121","FBS_whole",NULL,NULL,NULL,"0.04806256017734767","0.0016966430848932915",NULL,NULL,NULL,NULL,NULL,NULL
885,"HP38-20231121","FBS_whole_0.2Hyp",NULL,NULL,NULL,"0.02330555578731152","0.00039759678915503256",NULL,NULL,NULL,NULL,NULL,NULL
886,"HP38-20231121","No ChT_FBS<3K",NULL,NULL,NULL,"-0.004124730452939307","5.655476949644347e-05",NULL,NULL,NULL,NULL,NULL,NULL
887,"HP38-20231121","No ChT_FBS>3K",NULL,NULL,NULL,"0.027827488101542897",NULL,NULL,NULL,NULL,NULL,NULL,NULL
888,"HP38-20231121","No ChT_FBS_whole",NULL,NULL,NULL,"0.04126421580405357",NULL,NULL,NULL,NULL,NULL,NULL,NULL
889,"HP38-20231121","No ChT_FBS_whole_0.2Hyp",NULL,NULL,NULL,"0.01010770324395659",NULL,NULL,NULL,NULL,NULL,NULL,NULL
890,"HP38-20231121","No ChT_Gelatin_0",NULL,NULL,NULL,"-0.001371101279045381","1.8097526238861853e-05",NULL,NULL,NULL,NULL,NULL,NULL
891,"HP38-20231121","No ChT_Gelatin_2.5",NULL,NULL,NULL,"-0.0012175386767309733","5.429257871658541e-05",NULL,NULL,NULL,NULL,NULL,NULL
892,"HP38-20231121","No ChT_Gelatin_5",NULL,NULL,NULL,"-0.0011791480261523714","3.61950524777234e-05",NULL,NULL,NULL,NULL,NULL,NULL
893,"HP38-20231121","No ChT_S0",NULL,NULL,NULL,"-0.001409491929623983",NULL,NULL,NULL,NULL,NULL,NULL,NULL
894,"HP38-20231121","No ChT_S1",NULL,NULL,NULL,"-0.0014094919296239836",NULL,NULL,NULL,NULL,NULL,NULL,NULL
895,"HP38-20231121","No ChT_S2",NULL,NULL,NULL,"-0.0014094919296239836",NULL,NULL,NULL,NULL,NULL,NULL,NULL
896,"HP38-20231121","No ChT_S3",NULL,NULL,NULL,"-0.0013838981625715818",NULL,NULL,NULL,NULL,NULL,NULL,NULL
897,"HP38-20231121","No ChT_S4",NULL,NULL,NULL,"-0.0014094919296239836",NULL,NULL,NULL,NULL,NULL,NULL,NULL
898,"HP38-20231121","No ChT_S5",NULL,NULL,NULL,"-0.0014350856966763846",NULL,NULL,NULL,NULL,NULL,NULL,NULL
934,"HP51-20231206","HYP231205VA_0",NULL,NULL,NULL,"-0.0017606879346113691","0.00011075137738667612",NULL,NULL,NULL,NULL,NULL,NULL
935,"HP51-20231206","HYP231205VA_0.2",NULL,NULL,NULL,"0.008554259505067427","0.0010600488978439043",NULL,NULL,NULL,NULL,NULL,NULL
936,"HP51-20231206","HYP231205VA_0.4",NULL,NULL,NULL,"0.018052513709283586","0.0007910812670476865",NULL,NULL,NULL,NULL,NULL,NULL
937,"HP51-20231206","HYP231205VA_0.6",NULL,NULL,NULL,"0.027651456120611574","0.00022150275477335167",NULL,NULL,NULL,NULL,NULL,NULL
938,"HP51-20231206","HYP231205VA_0.8",NULL,NULL,NULL,"0.036456080453612885","0.0006486866389791066",NULL,NULL,NULL,NULL,NULL,NULL
939,"HP51-20231206","HYP231205VA_1",NULL,NULL,NULL,"0.045943147079261074","0.0015663409087544244",NULL,NULL,NULL,NULL,NULL,NULL
940,"HP51-20231206","HYP231206_0",NULL,NULL,NULL,"0.00741312649113333","0.009603726581958945",NULL,NULL,NULL,NULL,NULL,NULL
941,"HP51-20231206","HYP231206_0.2",NULL,NULL,NULL,"0.019294334930329508","0.008053207298545475",NULL,NULL,NULL,NULL,NULL,NULL
942,"HP51-20231206","HYP231206_0.4",NULL,NULL,NULL,"0.030627352019694614","0.005822358125470993",NULL,NULL,NULL,NULL,NULL,NULL
943,"HP51-20231206","HYP231206_0.6",NULL,NULL,NULL,"0.04309031454442583","0.008448747932069322",NULL,NULL,NULL,NULL,NULL,NULL
944,"HP51-20231206","HYP231206_0.8",NULL,NULL,NULL,"0.053450012298376544","0.002594746555916416",NULL,NULL,NULL,NULL,NULL,NULL
945,"HP51-20231206","HYP231206_1",NULL,NULL,NULL,"0.06446977718783818","0.004066157712625115",NULL,NULL,NULL,NULL,NULL,NULL
946,"HP51-20231206","Hb_DMEM_0",NULL,NULL,NULL,"0.019437872321060663","0.004837548962620011",NULL,NULL,NULL,NULL,NULL,NULL
947,"HP51-20231206","Hb_DMEM_0.016",NULL,NULL,NULL,"0.02627919967264177","0.012451679282483443",NULL,NULL,NULL,NULL,NULL,NULL
948,"HP51-20231206","Hb_DMEM_0.08",NULL,NULL,NULL,"0.028262779792330973","0.01932157130040537",NULL,NULL,NULL,NULL,NULL,NULL
949,"HP51-20231206","Hb_DMEM_0.4",NULL,NULL,NULL,"0.026987621143959348","0.0143122750373373",NULL,NULL,NULL,NULL,NULL,NULL
950,"HP51-20231206","Hb_DMEM_10",NULL,NULL,NULL,"0.03996185437580401","0.017375101895327486",NULL,NULL,NULL,NULL,NULL,NULL
951,"HP51-20231206","Hb_DMEM_2",NULL,NULL,NULL,"0.0390915079967567","0.020666925153915067",NULL,NULL,NULL,NULL,NULL,NULL
952,"HP51-20231206","No_ChT_Hb_DMEM_0",NULL,NULL,NULL,"0.011240423867243056","0.0033204478086622533",NULL,NULL,NULL,NULL,NULL,NULL
953,"HP51-20231206","No_ChT_Hb_DMEM_0.016",NULL,NULL,NULL,"0.011523792455770088","0.002919704107616813",NULL,NULL,NULL,NULL,NULL,NULL
954,"HP51-20231206","No_ChT_Hb_DMEM_0.08",NULL,NULL,NULL,"0.011847642271229551","0.00017174730044804972",NULL,NULL,NULL,NULL,NULL,NULL
955,"HP51-20231206","No_ChT_Hb_DMEM_0.4",NULL,NULL,NULL,"0.01427651588717551","0.004179184310902501",NULL,NULL,NULL,NULL,NULL,NULL
956,"HP51-20231206","No_ChT_Hb_DMEM_10",NULL,NULL,NULL,"0.03905102676982428","0.022727892759291643",NULL,NULL,NULL,NULL,NULL,NULL
957,"HP51-20231206","No_ChT_Hb_DMEM_2",NULL,NULL,NULL,"0.025004041024270143","0.01820521384749304",NULL,NULL,NULL,NULL,NULL,NULL
958,"HP47-20231201","EXP 50-C-fresh-1",NULL,NULL,NULL,"0.006154876555588075",NULL,NULL,NULL,NULL,NULL,NULL,NULL
959,"HP47-20231201","EXP 55-A-D2-1",NULL,NULL,NULL,"0.005399459988397746",NULL,NULL,NULL,NULL,NULL,NULL,NULL
960,"HP47-20231201","EXP 55-A-D2-2",NULL,NULL,NULL,"0.005701626615273877",NULL,NULL,NULL,NULL,NULL,NULL,NULL
961,"HP47-20231201","EXP 55-A-D2-3",NULL,NULL,NULL,"0.005399459988397746",NULL,NULL,NULL,NULL,NULL,NULL,NULL
962,"HP47-20231201","EXP 55-A-D2-4",NULL,NULL,NULL,"0.004241154585372577",NULL,NULL,NULL,NULL,NULL,NULL,NULL
963,"HP47-20231201","EXP 55-A-D2-5",NULL,NULL,NULL,"0.005600904406315168",NULL,NULL,NULL,NULL,NULL,NULL,NULL
964,"HP47-20231201","EXP 55-A-D4-1",NULL,NULL,NULL,"0.01234929240654876",NULL,NULL,NULL,NULL,NULL,NULL,NULL
965,"HP47-20231201","EXP 55-A-D4-2",NULL,NULL,NULL,"0.012097486884151984",NULL,NULL,NULL,NULL,NULL,NULL,NULL
966,"HP47-20231201","EXP 55-A-D4-3",NULL,NULL,NULL,"0.010888820376647464",NULL,NULL,NULL,NULL,NULL,NULL,NULL
967,"HP47-20231201","EXP 55-A-D4-4",NULL,NULL,NULL,"0.010737737063209395",NULL,NULL,NULL,NULL,NULL,NULL,NULL
968,"HP47-20231201","EXP 55-A-D4-5",NULL,NULL,NULL,"0.01214784798863134",NULL,NULL,NULL,NULL,NULL,NULL,NULL
969,"HP47-20231201","EXP 55-A-D7-1",NULL,NULL,NULL,"0.01846852023132345",NULL,NULL,NULL,NULL,NULL,NULL,NULL
970,"HP47-20231201","EXP 55-A-D7-2",NULL,NULL,NULL,"0.02770409112237649",NULL,NULL,NULL,NULL,NULL,NULL,NULL
971,"HP47-20231201","EXP 55-A-D7-3",NULL,NULL,NULL,"0.01731407386994182",NULL,NULL,NULL,NULL,NULL,NULL,NULL
972,"HP47-20231201","EXP 55-A-D7-4",NULL,NULL,NULL,"0.01814527525013659",NULL,NULL,NULL,NULL,NULL,NULL,NULL
973,"HP47-20231201","EXP 55-A-D7-5",NULL,NULL,NULL,"0.02031563440953406",NULL,NULL,NULL,NULL,NULL,NULL,NULL
974,"HP47-20231201","EXP 55-A-D9-1",NULL,NULL,NULL,"0.019115010193697168",NULL,NULL,NULL,NULL,NULL,NULL,NULL
975,"HP47-20231201","EXP 55-A-D9-2",NULL,NULL,NULL,"0.01749878528776289",NULL,NULL,NULL,NULL,NULL,NULL,NULL
976,"HP47-20231201","EXP 55-A-D9-3",NULL,NULL,NULL,"0.015282248273910153",NULL,NULL,NULL,NULL,NULL,NULL,NULL
977,"HP47-20231201","EXP 55-A-D9-4",NULL,NULL,NULL,"0.016113449654104932",NULL,NULL,NULL,NULL,NULL,NULL,NULL
978,"HP47-20231201","EXP 55-A-D9-5",NULL,NULL,NULL,"0.017544963142218144",NULL,NULL,NULL,NULL,NULL,NULL,NULL
979,"HP47-20231201","EXP 55-B-D2-1",NULL,NULL,NULL,"0.007264797821643428",NULL,NULL,NULL,NULL,NULL,NULL,NULL
980,"HP47-20231201","EXP 55-B-D2-2",NULL,NULL,NULL,"0.007085364360234794",NULL,NULL,NULL,NULL,NULL,NULL,NULL
981,"HP47-20231201","EXP 55-B-D2-3",NULL,NULL,NULL,"0.007175081090939113",NULL,NULL,NULL,NULL,NULL,NULL,NULL
982,"HP47-20231201","EXP 55-B-D2-4",NULL,NULL,NULL,"0.006681639072065371",NULL,NULL,NULL,NULL,NULL,NULL,NULL
983,"HP47-20231201","EXP 55-B-D2-5",NULL,NULL,NULL,"0.0073096561869955895",NULL,NULL,NULL,NULL,NULL,NULL,NULL
984,"HP47-20231201","EXP 55-B-D4-1",NULL,NULL,NULL,"0.013230960413480491",NULL,NULL,NULL,NULL,NULL,NULL,NULL
985,"HP47-20231201","EXP 55-B-D4-2",NULL,NULL,NULL,"0.012558084933198115",NULL,NULL,NULL,NULL,NULL,NULL,NULL
986,"HP47-20231201","EXP 55-B-D4-3",NULL,NULL,NULL,"0.013275818778832651",NULL,NULL,NULL,NULL,NULL,NULL,NULL
987,"HP47-20231201","EXP 55-B-D4-4",NULL,NULL,NULL,"0.013589827336297764",NULL,NULL,NULL,NULL,NULL,NULL,NULL
988,"HP47-20231201","EXP 55-B-D4-5",NULL,NULL,NULL,"0.012961810221367536",NULL,NULL,NULL,NULL,NULL,NULL,NULL
989,"HP47-20231201","EXP 55-B-D7-1",NULL,NULL,NULL,"0.02139930838916364",NULL,NULL,NULL,NULL,NULL,NULL,NULL
990,"HP47-20231201","EXP 55-B-D7-2",NULL,NULL,NULL,"0.02201703278897524",NULL,NULL,NULL,NULL,NULL,NULL,NULL
991,"HP47-20231201","EXP 55-B-D7-3",NULL,NULL,NULL,"0.026531172633752247",NULL,NULL,NULL,NULL,NULL,NULL,NULL
992,"HP47-20231201","EXP 55-B-D7-4",NULL,NULL,NULL,"0.026198551803084467",NULL,NULL,NULL,NULL,NULL,NULL,NULL
993,"HP47-20231201","EXP 55-B-D7-5",NULL,NULL,NULL,"0.02263475718878684",NULL,NULL,NULL,NULL,NULL,NULL,NULL
994,"HP47-20231201","EXP 55-B-D9-1",NULL,NULL,NULL,"0.01721778937505441",NULL,NULL,NULL,NULL,NULL,NULL,NULL
995,"HP47-20231201","EXP 55-B-D9-2",NULL,NULL,NULL,"0.021969515527451258",NULL,NULL,NULL,NULL,NULL,NULL,NULL
996,"HP47-20231201","EXP 55-B-D9-3",NULL,NULL,NULL,"0.02719641429508781",NULL,NULL,NULL,NULL,NULL,NULL,NULL
997,"HP47-20231201","EXP 55-B-D9-4",NULL,NULL,NULL,"0.02287234349640667",NULL,NULL,NULL,NULL,NULL,NULL,NULL
998,"HP47-20231201","EXP 55-B-D9-5",NULL,NULL,NULL,"0.021399308389163645",NULL,NULL,NULL,NULL,NULL,NULL,NULL
999,"HP47-20231201","EXP 55-fresh55-1",NULL,NULL,NULL,"0.00664698949077556",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1000,"HP47-20231201","No_ChT_EXP50_-C-fresh-1",NULL,NULL,NULL,"0.004140432376413866",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1001,"HP47-20231201","No_ChT_EXP55_-A-D2-1",NULL,NULL,NULL,"0.002931765868909343",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1002,"HP47-20231201","No_ChT_EXP55_-A-D2-2",NULL,NULL,NULL,"0.004442599003289998",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1003,"HP47-20231201","No_ChT_EXP55_-A-D2-3",NULL,NULL,NULL,"0.003032488077868056",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,"HP47-20231201","No_ChT_EXP55_-A-D2-4",NULL,NULL,NULL,"0.002327432615157081",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1005,"HP47-20231201","No_ChT_EXP55_-A-D2-5",NULL,NULL,NULL,"0.0036368213316203173",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1006,"HP47-20231201","No_ChT_EXP55_-A-D4-1",NULL,NULL,NULL,"0.005651265510794524",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1007,"HP47-20231201","No_ChT_EXP55_-A-D4-2",NULL,NULL,NULL,"0.00555054330183581",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1008,"HP47-20231201","No_ChT_EXP55_-A-D4-3",NULL,NULL,NULL,"0.006154876555588074",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1009,"HP47-20231201","No_ChT_EXP55_-A-D4-4",NULL,NULL,NULL,"0.004845487839124838",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1010,"HP47-20231201","No_ChT_EXP55_-A-D4-5",NULL,NULL,NULL,"0.005953432137670654",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1011,"HP47-20231201","No_ChT_EXP55_-A-D7-1",NULL,NULL,NULL,"0.005631076692759724",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1012,"HP47-20231201","No_ChT_EXP55_-A-D7-2",NULL,NULL,NULL,"0.0116341977719442",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1013,"HP47-20231201","No_ChT_EXP55_-A-D7-3",NULL,NULL,NULL,"0.0071087680353282105",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1014,"HP47-20231201","No_ChT_EXP55_-A-D7-4",NULL,NULL,NULL,"0.005169298148207071",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1015,"HP47-20231201","No_ChT_EXP55_-A-D7-5",NULL,NULL,NULL,"0.006739345199686089",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1016,"HP47-20231201","No_ChT_EXP55_-A-D9-1",NULL,NULL,NULL,"0.010525929265017836",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1017,"HP47-20231201","No_ChT_EXP55_-A-D9-2",NULL,NULL,NULL,"0.005446365274938663",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1018,"HP47-20231201","No_ChT_EXP55_-A-D9-3",NULL,NULL,NULL,"0.005169298148207074",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1019,"HP47-20231201","No_ChT_EXP55_-A-D9-4",NULL,NULL,NULL,"0.004892231021475479",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1020,"HP47-20231201","No_ChT_EXP55_-A-D9-5",NULL,NULL,NULL,"0.005908143819491315",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1021,"HP47-20231201","No_ChT_EXP55_-B-D2-1",NULL,NULL,NULL,"0.004797587727274716",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1022,"HP47-20231201","No_ChT_EXP55_-B-D2-2",NULL,NULL,NULL,"0.0051564546500919885",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1023,"HP47-20231201","No_ChT_EXP55_-B-D2-3",NULL,NULL,NULL,"0.005156454650091989",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1024,"HP47-20231201","No_ChT_EXP55_-B-D2-4",NULL,NULL,NULL,"0.0049770211886833535",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1025,"HP47-20231201","No_ChT_EXP55_-B-D2-5",NULL,NULL,NULL,"0.004349004073753133",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1026,"HP47-20231201","No_ChT_EXP55_-B-D4-1",NULL,NULL,NULL,"0.007847956571221485",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1027,"HP47-20231201","No_ChT_EXP55_-B-D4-2",NULL,NULL,NULL,"0.00919370753178624",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1028,"HP47-20231201","No_ChT_EXP55_-B-D4-3",NULL,NULL,NULL,"0.007668523109812855",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1029,"HP47-20231201","No_ChT_EXP55_-B-D4-4",NULL,NULL,NULL,"0.006950789264178321",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1030,"HP47-20231201","No_ChT_EXP55_-B-D4-5",NULL,NULL,NULL,"0.00820682349403876",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1031,"HP47-20231201","No_ChT_EXP55_-B-D7-1",NULL,NULL,NULL,"0.007286681716544969",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1032,"HP47-20231201","No_ChT_EXP55_-B-D7-2",NULL,NULL,NULL,"0.008522130516168153",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1033,"HP47-20231201","No_ChT_EXP55_-B-D7-3",NULL,NULL,NULL,"0.00833206147007228",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1034,"HP47-20231201","No_ChT_EXP55_-B-D7-4",NULL,NULL,NULL,"0.007476750762640844",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1035,"HP47-20231201","No_ChT_EXP55_-B-D7-5",NULL,NULL,NULL,"0.010232751931031023",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1036,"HP47-20231201","No_ChT_EXP55_-B-D9-1",NULL,NULL,NULL,"0.014224201899044381",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1037,"HP47-20231201","No_ChT_EXP55_-B-D9-2",NULL,NULL,NULL,"0.007666819808736716",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1038,"HP47-20231201","No_ChT_EXP55_-B-D9-3",NULL,NULL,NULL,"0.008712199562264024",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1039,"HP47-20231201","No_ChT_EXP55_-B-D9-4",NULL,NULL,NULL,"0.007286681716544967",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1040,"HP47-20231201","No_ChT_EXP55_-B-D9-5",NULL,NULL,NULL,"0.009757579315791331",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1041,"HP47-20231201","No_ChT_EXP55_-fresh55-1",NULL,NULL,NULL,"0.004799875312564947",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1042,"HP46-20231201","Gelatin_5",NULL,NULL,NULL,"0.061725617951609975",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1043,"HP46-20231201","Gelatin_2.5",NULL,NULL,NULL,"0.029213390199120674",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1044,"HP46-20231201","Gelatin_0",NULL,NULL,NULL,"-0.0005061205541163408",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1045,"HP46-20231201","EXP 50-C-D01-1",NULL,NULL,NULL,"0.009789544556419406",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1046,"HP46-20231201","EXP 50-C-D01-2",NULL,NULL,NULL,"0.009376662090898984",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1047,"HP46-20231201","EXP 50-C-D01-3",NULL,NULL,NULL,"0.00927344147451888",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1048,"HP46-20231201","EXP 50-C-D01-4",NULL,NULL,NULL,"0.009428272399089036",NULL,NULL,NULL,NULL,NULL,NULL,NULL
