,hp_sid,experiment_id,biomaterial_id,sample_id,biopsy_id,mg_per_biopsy_mean,mg_per_biopsy_std,mg_per_ml_mean,mg_per_ml_std,mg_per_cm2_mean,mg_per_cm2_std,net_weight_mg_x,tissue_areal_density_mg_per_cm2
3411,HP22-526,HP22-20231101,,20230831-2 R1 S30,20230831-2-R1,0.159866359,0.012319837,0.159866359,0.012319837,0.318044016,0.024509536,16.8,31.79783134
3472,HP22-527,HP22-20231101,,20230831-2 R1 S33,20230831-2-R1,0.159866359,0.012319837,0.159866359,0.012319837,0.318044016,0.024509536,16.085,31.79783134
3473,HP22-528,HP22-20231101,,20230831-2 R1 S36,20230831-2-R1,0.159866359,0.012319837,0.159866359,0.012319837,0.318044016,0.024509536,15.065,31.79783134
3480,HP22-529,HP22-20231101,,20230831-2 R3 S54,20230831-2-R3,0.128821972,0.07546184,0.128821972,0.07546184,0.25628317,0.150126562,14.19,30.38864695
3481,HP22-530,HP22-20231101,,20230831-2 R2 S42,20230831-2-R2,0.191260509,0.005910869,0.191260509,0.005910869,0.380500692,0.0117593,17.12,34.01936909
3482,HP22-531,HP22-20231101,,20230831-2 R2 S45,20230831-2-R2,0.191260509,0.005910869,0.191260509,0.005910869,0.380500692,0.0117593,16.81,34.01936909
3483,HP22-532,HP22-20231101,,20230831-2 R3 S48,20230831-2-R3,0.128821972,0.07546184,0.128821972,0.07546184,0.25628317,0.150126562,15.49,30.38864695
3484,HP22-533,HP22-20231101,,20230831-2 R3 S51,20230831-2-R3,0.128821972,0.07546184,0.128821972,0.07546184,0.25628317,0.150126562,16.145,30.38864695
3485,HP22-534,HP22-20231101,,20230831-2 R2 S39,20230831-2-R2,0.191260509,0.005910869,0.191260509,0.005910869,0.380500692,0.0117593,17.37,34.01936909
3486,HP22-535,HP22-20231101,,20230803-3 R1 S55,20230803-3-RNP,0.113531148,0.017550903,0.113531148,0.017550903,0.225863042,0.034916413,15.74,30.71469353
3487,HP22-536,HP22-20231101,,20230803-3 R1 S56,20230803-3-RN,0.111433637,0.011613907,0.111433637,0.011613907,0.221690176,0.023105134,16.645,29.68902834
3512,HP22-537,HP22-20231101,,20230803-3 R1 S57,20230803-3-R,0.106549164,0.011134,0.106549164,0.011134,0.211972827,0.022150389,15.85,30.00512774
3513,HP22-538,HP22-20231101,,20230803-3 R1 S58,20230803-3-RNP,0.113531148,0.017550903,0.113531148,0.017550903,0.225863042,0.034916413,15.615,30.71469353
3514,HP22-539,HP22-20231101,,20230803-3 R1 S59,20230803-3-RN,0.111433637,0.011613907,0.111433637,0.011613907,0.221690176,0.023105134,15.005,29.68902834
3515,HP22-540,HP22-20231101,,20230803-3 R1 S60,20230803-3-R,0.106549164,0.011134,0.106549164,0.011134,0.211972827,0.022150389,14.445,30.00512774
3516,HP22-541,HP22-20231101,,20230803-3 R1 S61,20230803-3-RNP,0.113531148,0.017550903,0.113531148,0.017550903,0.225863042,0.034916413,17.32,30.71469353
3517,HP22-542,HP22-20231101,,20230803-3 R1 S62,20230803-3-RN,0.111433637,0.011613907,0.111433637,0.011613907,0.221690176,0.023105134,14.515,29.68902834
3518,HP22-543,HP22-20231101,,20230803-3 R1 S63,20230803-3-R,0.106549164,0.011134,0.106549164,0.011134,0.211972827,0.022150389,16.82,30.00512774
3519,HP22-544,HP22-20231101,,20230803-3 R2 S64,20230803-3-RNP,0.113531148,0.017550903,0.113531148,0.017550903,0.225863042,0.034916413,15.95,30.71469353
3556,HP22-545,HP22-20231101,,20230803-3 R2 S65,20230803-3-RN,0.111433637,0.011613907,0.111433637,0.011613907,0.221690176,0.023105134,15.1,29.68902834
3557,HP22-546,HP22-20231101,,20230803-3 R2 S66,20230803-3-R,0.106549164,0.011134,0.106549164,0.011134,0.211972827,0.022150389,14.38,30.00512774
3558,HP22-547,HP22-20231101,,20230803-3 R2 S67,20230803-3-RNP,0.113531148,0.017550903,0.113531148,0.017550903,0.225863042,0.034916413,14.155,30.71469353
3559,HP22-548,HP22-20231101,,20230803-3 R2 S68,20230803-3-RN,0.111433637,0.011613907,0.111433637,0.011613907,0.221690176,0.023105134,16.52,29.68902834
3560,HP22-549,HP22-20231101,,20230803-3 R2 S69,20230803-3-R,0.106549164,0.011134,0.106549164,0.011134,0.211972827,0.022150389,15.1,30.00512774
3561,HP22-550,HP22-20231101,,20230803-3 R2 S70,20230803-3-RNP,0.113531148,0.017550903,0.113531148,0.017550903,0.225863042,0.034916413,15.375,30.71469353
3562,HP22-551,HP22-20231101,,20230803-3 R2 S71,20230803-3-RN,0.111433637,0.011613907,0.111433637,0.011613907,0.221690176,0.023105134,14.115,29.68902834
3563,HP22-552,HP22-20231101,,20230803-3 R2 S72,20230803-3-R,0.106549164,0.011134,0.106549164,0.011134,0.211972827,0.022150389,13.695,30.00512774
3588,HP22-553,HP22-20231101,,20230803-3 R3 S73,20230803-3-RNP,0.113531148,0.017550903,0.113531148,0.017550903,0.225863042,0.034916413,13.685,30.71469353
3589,HP22-554,HP22-20231101,,20230803-3 R3 S74,20230803-3-RN,0.111433637,0.011613907,0.111433637,0.011613907,0.221690176,0.023105134,14.295,29.68902834
3590,HP22-555,HP22-20231101,,20230803-3 R3 S75,20230803-3-R,0.106549164,0.011134,0.106549164,0.011134,0.211972827,0.022150389,14.6,30.00512774
3591,HP22-556,HP22-20231101,,20230803-3 R3 S76,20230803-3-RNP,0.113531148,0.017550903,0.113531148,0.017550903,0.225863042,0.034916413,15.82,30.71469353
3592,HP22-557,HP22-20231101,,20230803-3 R3 S77,20230803-3-RN,0.111433637,0.011613907,0.111433637,0.011613907,0.221690176,0.023105134,14.44,29.68902834
3593,HP22-558,HP22-20231101,,20230803-3 R3 S78,20230803-3-R,0.106549164,0.011134,0.106549164,0.011134,0.211972827,0.022150389,15.245,30.00512774
3594,HP22-559,HP22-20231101,,20230803-3 R3 S79,20230803-3-RNP,0.113531148,0.017550903,0.113531148,0.017550903,0.225863042,0.034916413,15.29,30.71469353
3595,HP22-560,HP22-20231101,,20230803-3 R3 S80,20230803-3-RN,0.111433637,0.011613907,0.111433637,0.011613907,0.221690176,0.023105134,13.675,29.68902834
3620,HP22-561,HP22-20231101,,20230803-3 R3 S81,20230803-3-R,0.106549164,0.011134,0.106549164,0.011134,0.211972827,0.022150389,15.605,30.00512774
3621,HP22-562,HP22-20231101,,20230831-1 R1 S2,20230831-1-R1N,0.108671461,0.000248896,0.108671461,0.000248896,0.216195002,0.000495163,13.325,28.02121717
3622,HP22-563,HP22-20231101,,20230831-1 R1 S5,Leaked,0.00417658,0.004142758,0.00417658,0.004142758,0.008309041,0.008241756,15.08,30.09271822
3623,HP22-564,HP22-20231101,,20230831-1 R1 S8,20230831-1-R1N,0.108671461,0.000248896,0.108671461,0.000248896,0.216195002,0.000495163,14.845,28.02121717
3624,HP22-565,HP22-20231101,,20230831-1 R2 S11,20230831-1-R2N,0.136917022,0.017311854,0.136917022,0.017311854,0.272387761,0.034440839,15.635,30.60085354
3652,HP22-566,HP22-20231101,,20230831-1 R2 S14,20230831-1-R2N,0.136917022,0.017311854,0.136917022,0.017311854,0.272387761,0.034440839,13.75,30.60085354
3653,HP22-567,HP22-20231101,,20230831-1 R2 S17,20230831-1-R2N,0.136917022,0.017311854,0.136917022,0.017311854,0.272387761,0.034440839,16.76,30.60085354
3654,HP22-568,HP22-20231101,,20230831-1 R3 S20,20230831-1-R3N,0.149643142,0.006508448,0.149643142,0.006508448,0.297705573,0.012948145,16.355,32.68976217
3655,HP22-569,HP22-20231101,,20230831-1 R3 S23,20230831-1-R3N,0.149643142,0.006508448,0.149643142,0.006508448,0.297705573,0.012948145,16.04,32.68976217
3656,HP22-570,HP22-20231101,,20230831-1 R3 S26,20230831-1-R3N,0.149643142,0.006508448,0.149643142,0.006508448,0.297705573,0.012948145,16.9,32.68976217
3657,HP22-571,HP22-20231101,,20230831-2 R1 S29,Leaked,0.00417658,0.004142758,0.00417658,0.004142758,0.008309041,0.008241756,15.535,30.09271822
3658,HP22-572,HP22-20231101,,20230831-2 R1 S32,Leaked,0.00417658,0.004142758,0.00417658,0.004142758,0.008309041,0.008241756,15.105,30.09271822
3659,HP22-573,HP22-20231101,,20230831-2 R1 S35,Leaked,0.00417658,0.004142758,0.00417658,0.004142758,0.008309041,0.008241756,14.785,30.09271822
3684,HP22-574,HP22-20231101,,20230831-2 R2 S38,20230831-2-R2N,0.127371852,0.004523805,0.127371852,0.004523805,0.253398249,0.008999825,16.94,32.45434548
3685,HP22-575,HP22-20231101,,20230831-2 R2 S41,20230831-2-R2N,0.127371852,0.004523805,0.127371852,0.004523805,0.253398249,0.008999825,15.74,32.45434548
3686,HP22-576,HP22-20231101,,20230831-2 R2 S44,20230831-2-R2N,0.127371852,0.004523805,0.127371852,0.004523805,0.253398249,0.008999825,16.26,32.45434548
3687,HP22-577,HP22-20231101,,20230831-2 R3 S47,20230831-2-R3N,0.127211049,0.003054209,0.127211049,0.003054209,0.25307834,0.006076156,15.485,29.90786639
3688,HP22-578,HP22-20231101,,20230831-2 R3 S50,20230831-2-R3N,0.127211049,0.003054209,0.127211049,0.003054209,0.25307834,0.006076156,14.805,29.90786639
3689,HP22-579,HP22-20231101,,20230831-2 R3 S53,20230831-2-R3N,0.127211049,0.003054209,0.127211049,0.003054209,0.25307834,0.006076156,14.81,29.90786639
3720,HP23-580,HP23-20231101,,TGFBS231012,TGFBS231012,,,0.003800241,0.00042053,,,,
3732,HP23-581,HP23-20231101,,20230907-1 D28,20230907-1 D28,,,0.008286874,0.000452934,,,,
3744,HP23-582,HP23-20231101,,Gelatin1101_5,Gelatin1101_5,,,0.040864296,0.002899791,,,,
3748,HP23-583,HP23-20231101,,20230928-1 D23,20230928-1 D23,,,0.009108537,0.002080698,,,,
3760,HP23-584,HP23-20231101,,Gelatin1101_2.5,Gelatin1101_2.5,,,0.0222328,0.001442058,,,,
3772,HP23-585,HP23-20231101,,Gelatin1101_0,Gelatin1101_0,,,-0.00080996,7.84E-05,,,,
3812,HP23-586,HP23-20231101,,20230928-2 D23,20230928-2 D23,,,0.010957324,0.000949269,,,,
3816,HP23-587,HP23-20231101,,Advanced DMEM D3,Advanced DMEM D3,,,0.002628257,0.000138921,,,,
3836,HP23-588,HP23-20231101,,20230928-3 D23,20230928-3 D23,,,0.0098838,0.001150591,,,,
3848,HP23-589,HP23-20231101,,DMEM Basal,DMEM Basal,,,0.000518227,0.000171978,,,,
3860,HP23-590,HP23-20231101,,Advanced DMEM Fresh,Advanced DMEM Fresh,,,0.002844196,0.000280296,,,,
3884,HP23-591,HP23-20231101,,Gelatin0627_5 overnight,Gelatin0627_5 overnight,,,0.042698036,0.001205155,,,,
3892,HP23-592,HP23-20231101,,Gelatin0627_2.5 overnight,Gelatin0627_2.5 overnight,,,0.019788157,0.000558913,,,,
3900,HP23-593,HP23-20231101,,Gelatin0627_0 overnight,Gelatin0627_0 overnight,,,-0.001417375,0.000122262,,,,
3908,HP23-594,HP23-20231101,,Gelatin1101_5 overnight,Gelatin1101_5 overnight,,,0.048934957,0.001991126,,,,
3916,HP23-595,HP23-20231101,,Gelatin1101_2.5 overnight,Gelatin1101_2.5 overnight,,,0.024160177,0.000733573,,,,
3924,HP23-596,HP23-20231101,,Gelatin1101_0 overnight,Gelatin1101_0 overnight,,,-0.001417375,1.75E-05,,,,
3942,HP23-597,HP23-20231101,,Gelatin0627_5 SOP,Gelatin0627_5 SOP,,,0.0406667,0.00428529,,,,
3950,HP23-598,HP23-20231101,,Gelatin0627_2.5 SOP,Gelatin0627_2.5 SOP,,,0.021086234,0.001143954,,,,
3958,HP23-599,HP23-20231101,,Gelatin0627_0 SOP,Gelatin0627_0 SOP,,,0.000748229,5.45E-05,,,,
3966,HP23-600,HP23-20231101,,Gelatin1101_5 SOP,Gelatin1101_5 SOP,,,0.048075178,0.00528398,,,,
3974,HP23-601,HP23-20231101,,Gelatin1101_2.5 SOP,Gelatin1101_2.5 SOP,,,0.024629978,0.000889742,,,,
3982,HP23-602,HP23-20231101,,Gelatin1101_0 SOP,Gelatin1101_0 SOP,,,0.000735389,3.63E-05,,,,
4002,HP29-603,HP29-20231109,Recycled-PET723-30050,20230928-2,20230928-2,0.231287307,0.014965699,0.231287307,0.014965699,0.460131477,0.029773312,10.515,19.06543589
4006,HP29-604,HP29-20231109,Recycled-PET723-30050,20230928-3,20230928-3,0.202734837,0.02118743,0.202734837,0.02118743,0.403328142,0.042151053,9.73,19.43182383
4022,HP29-605,HP29-20231109,Recycled-PET723-30050,20230928-1,20230928-1,0.205231228,0.010615268,0.205231228,0.010615268,0.408294554,0.021118405,10.595,19.41441626
4082,HP20-606,HP20-20231025,,230928-2,230928-2,,,0.00926861,0.001227625,,,,
4090,HP20-607,HP20-20231025,,230928-3,230928-3,,,0.00898574,0.000250233,,,,
4106,HP20-608,HP20-20231025,,230928-1,230928-1,,,0.006961449,0.003253616,,,,
4110,HP20-609,HP20-20231025,,TGFBS231012,TGFBS231012,,,0.00298948,0.000137324,,,,
4178,HP28-610,HP28-20231108,,Gelatin1101_30min_5,Gelatin1101_30min_5,,,0.07587492,0.002908968,,,,
4182,HP28-611,HP28-20231108,,Gelatin1101_90min_5,Gelatin1101_90min_5,,,0.065833184,0.001428079,,,,
4210,HP28-612,HP28-20231108,,Gelatin1101_45min_5,Gelatin1101_45min_5,,,0.071299549,0.003017343,,,,
4222,HP28-613,HP28-20231108,,New S5,New S5,,,0.050204678,,,,,
4228,HP28-614,HP28-20231108,,NEw S4,NEw S4,,,0.036558833,,,,,
4230,HP28-615,HP28-20231108,,Gelatin1101_60min_5,Gelatin1101_60min_5,,,0.06920451,0.002247608,,,,
4234,HP28-616,HP28-20231108,,New S3,New S3,,,0.029687749,,,,,
4240,HP28-617,HP28-20231108,,New S2,New S2,,,0.02047279,,,,,
4246,HP28-618,HP28-20231108,,New S1,New S1,,,0.010744106,,,,,
4252,HP28-619,HP28-20231108,,New S0,New S0,,,-0.000654188,,,,,
4266,HP32-620,HP32-20231113,,230921-1 media D9,230921-1 media D9,,,0.002570952,,,,,
4270,HP32-621,HP32-20231113,,230921-2 media D9,230921-2 media D9,,,0.00283682,,,,,
4274,HP32-622,HP32-20231113,,230921-3 media D9,230921-3 media D9,,,0.002352002,,,,,
4278,HP32-623,HP32-20231113,,230921-1 media D11,230921-1 media D11,,,0.001663875,,,,,
4282,HP32-624,HP32-20231113,,230921-2 media D11,230921-2 media D11,,,0.002711706,,,,,
4286,HP32-625,HP32-20231113,,230921-3 media D11,230921-3 media D11,,,0.00282118,,,,,
4290,HP32-626,HP32-20231113,,230907-1 media D28,230907-1 media D28,,,0.003712618,0.000641401,,,,
4298,HP32-627,HP32-20231113,,230921-2 media D8,230921-2 media D8,,,0.003947207,0.000464462,,,,
4306,HP32-628,HP32-20231113,,230921-3 media D8,230921-3 media D8,,,0.004275632,0.000619283,,,,
4350,HP32-629,HP32-20231113,,230921-1 media D12,230921-1 media D12,,,0.004871896,,,,,
4354,HP32-630,HP32-20231113,,230928-2 media D23,230928-2 media D23,,,0.00534158,,,,,
4358,HP32-631,HP32-20231113,,230921-2 media D12,230921-2 media D12,,,0.005097344,,,,,
4366,HP32-632,HP32-20231113,,230921-3 media D12,230921-3 media D12,,,0.005285218,,,,,
4370,HP32-633,HP32-20231113,,230928-3 media D23,230928-3 media D23,,,0.006694271,,,,,
4374,HP32-634,HP32-20231113,,230921-1 media D14,230921-1 media D14,,,0.005210069,,,,,
4378,HP32-635,HP32-20231113,,230928-2 media D28,230928-2 media D28,,,0.004164238,,,,,
4382,HP32-636,HP32-20231113,,230921-1 media D28,230921-1 media D28,,,0.005266431,,,,,
4390,HP32-637,HP32-20231113,,230921-3 media D28,230921-3 media D28,,,0.005792477,,,,,
4394,HP32-638,HP32-20231113,,230928-3 media D28,230928-3 media D28,,,0.006299736,,,,,
4398,HP32-639,HP32-20231113,,230928-2 media D4,230928-2 media D4,,,0.005491879,,,,,
4406,HP32-640,HP32-20231113,,230928-3 media D4,230928-3 media D4,,,0.002955584,,,,,
4410,HP32-641,HP32-20231113,,230928-2 media D18,230928-2 media D18,,,0.004921996,,,,,
4418,HP32-642,HP32-20231113,,230928-3 media D18,230928-3 media D18,,,0.004890683,,,,,
4434,HP32-643,HP32-20231113,,TGFBS230927,TGFBS230927,,,0.004672476,0.000387752,,,,
4442,HP32-644,HP32-20231113,,TGFBS230927G,TGFBS230927G,,,0.006107361,0.001331281,,,,
4450,HP32-645,HP32-20231113,,TGFBS230927D,TGFBS230927D,,,0.006948185,0.000633328,,,,
4458,HP32-646,HP32-20231113,,TGFBS231012,TGFBS231012,,,0.004626779,0.000168026,,,,
4466,HP32-647,HP32-20231113,,DMEM Basal Corning27121015,DMEM Basal Corning27121015,,,0.000614584,7.76E-05,,,,
4471,HP32-648,HP32-20231113,,FBS033K22,FBS033K22,,,0.055076237,0.004174793,,,,
4491,HP33-649,HP33-20231114,,230907-1 media D14,230907-1 media D14,,,0.01366981,0.001650405,,,,
4499,HP33-650,HP33-20231114,,230907-3 media D14,230907-3 media D14,,,0.014441053,0.000818027,,,,
4507,HP33-651,HP33-20231114,,230907-1 media D28,230907-1 media D28,,,0.017620983,0.000349562,,,,
4515,HP33-652,HP33-20231114,,Gelatin-new-5,Gelatin-new-5,,,0.046620734,0.002408976,,,,
4519,HP33-653,HP33-20231114,,FBS Avantor 033K22-no reaction,FBS Avantor 033K22-no reaction,,,0.010524768,,,,,
4531,HP33-654,HP33-20231114,,Gelatin-new-2.5,Gelatin-new-2.5,,,0.024488576,0.001759748,,,,
4543,HP33-655,HP33-20231114,,Gelatin-new-0,Gelatin-new-0,,,0.000169781,0.000273359,,,,
4587,HP33-656,HP33-20231114,,230914-1 media D7,230914-1 media D7,,,0.010368264,0.001838509,,,,
4591,HP33-657,HP33-20231114,,230928-1 media D23,230928-1 media D23,,,0.016570661,0.00244199,,,,
4603,HP33-658,HP33-20231114,,230914-2 media D7,230914-2 media D7,,,0.007698752,0.005613769,,,,
4607,HP33-659,HP33-20231114,,230928-2 media D23,230928-2 media D23,,,0.009584281,0.001796406,,,,
4619,HP33-660,HP33-20231114,,230914-3 media D7,230914-3 media D7,,,0.010338492,0.001543787,,,,
4623,HP33-661,HP33-20231114,,230928-3 media D23,230928-3 media D23,,,0.008085781,0.000182448,,,,
4635,HP33-662,HP33-20231114,,230921-2 media D8,230921-2 media D8,,,0.009157556,0.004168224,,,,
4639,HP33-663,HP33-20231114,,S5-H2SO4,S5-H2SO4,,,0.031493812,,,,,
4641,HP33-664,HP33-20231114,,S2-H2SO4,S2-H2SO4,,,0.014410637,,,,,
4647,HP33-665,HP33-20231114,,S4-H2SO4,S4-H2SO4,,,0.027453393,,,,,
4649,HP33-666,HP33-20231114,,S1-H2SO4,S1-H2SO4,,,0.007440324,,,,,
4651,HP33-667,HP33-20231114,,230921-3 media D8,230921-3 media D8,,,0.012491965,0.000575411,,,,
4655,HP33-668,HP33-20231114,,S3-H2SO4,S3-H2SO4,,,0.020364938,,,,,
4657,HP33-669,HP33-20231114,,S0-H2SO4,S0-H2SO4,,,2.11E-05,,,,,
4663,HP33-670,HP33-20231114,,230921-1 media D14,230921-1 media D14,,,0.012928613,0.000575411,,,,
4683,HP33-671,HP33-20231114,,230928-1 media D28,230928-1 media D28,,,0.008316746,0.000410879,,,,
4687,HP33-672,HP33-20231114,,TGFBS230927D,TGFBS230927D,,,0.005940581,0.000308159,,,,
4699,HP33-673,HP33-20231114,,230928-2 media D28,230928-2 media D28,,,0.007009336,0.00020544,,,,
4703,HP33-674,HP33-20231114,,TGFBS231012,TGFBS231012,,,0.005546283,0.000719038,,,,
4715,HP33-675,HP33-20231114,,230928-3 media D28,230928-3 media D28,,,0.008493142,0.000572296,,,,
4719,HP33-676,HP33-20231114,,DMEM basal Cytiva AJ30741712,DMEM basal Cytiva AJ30741712,,,0.00080433,0.000176091,,,,
4731,HP33-677,HP33-20231114,,TGFBS230920,TGFBS230920,,,0.002246631,0.000132068,,,,
4735,HP33-678,HP33-20231114,,FBS Avantor 033K22,FBS Avantor 033K22,,,0.031807999,0.001748896,,,,
4747,HP33-679,HP33-20231114,,TGFBS230927,TGFBS230927,,,0.001904214,0.000322834,,,,
4759,HP33-680,HP33-20231114,,TGFBS230927G,TGFBS230927G,,,0.002205126,1.47E-05,,,,
4779,HP17-681,HP17-20231026,PET723-100116,20230824-2-wk4-c,20230824-2-wk4,0.286363161,0.052335544,0.286363161,0.052335544,0.569701408,0.104118258,21.545,39.55995054
4783,HP17-682,HP17-20231026,PET723-100116,20230824-2-wk4-d,20230824-2-wk4,0.286363161,0.052335544,0.286363161,0.052335544,0.569701408,0.104118258,16.76,39.55995054
4787,HP17-683,HP17-20231026,PET723-100116,20230824-3-wk4-a,20230824-3-wk4,0.240613138,0.018998787,0.240613138,0.018998787,0.478684629,0.037796886,17.965,35.02900826
4791,HP17-684,HP17-20231026,PET723-100116,20230824-3-wk4-b,20230824-3-wk4,0.240613138,0.018998787,0.240613138,0.018998787,0.478684629,0.037796886,15.975,35.02900826
4795,HP17-685,HP17-20231026,PET723-100116,20230824-3-wk4-c,20230824-3-wk4,0.240613138,0.018998787,0.240613138,0.018998787,0.478684629,0.037796886,19,35.02900826
4799,HP17-686,HP17-20231026,PET723-100116,20230824-3-wk4-d,20230824-3-wk4,0.240613138,0.018998787,0.240613138,0.018998787,0.478684629,0.037796886,17.49,35.02900826
4803,HP17-687,HP17-20231026,PET723-100116,20230824-1-wk4-a,20230824-1-wk4,0.242470259,0.019105059,0.242470259,0.019105059,0.482379253,0.038008306,17.715,32.85803536
4807,HP17-688,HP17-20231026,PET723-100116,20230824-1-wk4-b,20230824-1-wk4,0.242470259,0.019105059,0.242470259,0.019105059,0.482379253,0.038008306,16.835,32.85803536
4811,HP17-689,HP17-20231026,PET723-100116,20230824-1-wk4-c,20230824-1-wk4,0.242470259,0.019105059,0.242470259,0.019105059,0.482379253,0.038008306,15.36,32.85803536
4815,HP17-690,HP17-20231026,PET723-100116,20230824-1-wk4-d,20230824-1-wk4,0.242470259,0.019105059,0.242470259,0.019105059,0.482379253,0.038008306,16.155,32.85803536
4819,HP17-691,HP17-20231026,PET723-100116,20230824-2-wk4-a,20230824-2-wk4,0.286363161,0.052335544,0.286363161,0.052335544,0.569701408,0.104118258,21.295,39.55995054
4823,HP17-692,HP17-20231026,PET723-100116,20230824-2-wk4-b,20230824-2-wk4,0.286363161,0.052335544,0.286363161,0.052335544,0.569701408,0.104118258,19.94,39.55995054
4863,HP17-693,HP17-20231026,PET723-100116,20230907-1-wk4-a,20230907-1-wk4,0.253146544,0.003788794,0.253146544,0.003788794,0.503619047,0.007537565,15.325,30.40108093
4867,HP17-694,HP17-20231026,PET723-100116,20230914-1-wk4-a,20230914-1-wk4,0.252141672,0.005267173,0.252141672,0.005267173,0.501619918,0.010478707,17.295,31.98765677
4871,HP17-695,HP17-20231026,PET723-100116,20230907-1-wk4-b,20230907-1-wk4,0.253146544,0.003788794,0.253146544,0.003788794,0.503619047,0.007537565,15.695,30.40108093
4875,HP17-696,HP17-20231026,PET723-100116,20230914-1-wk4-b,20230914-1-wk4,0.252141672,0.005267173,0.252141672,0.005267173,0.501619918,0.010478707,15.84,31.98765677
4879,HP17-697,HP17-20231026,PET723-100116,20230907-1-wk4-c,20230907-1-wk4,0.253146544,0.003788794,0.253146544,0.003788794,0.503619047,0.007537565,15.63,30.40108093
4883,HP17-698,HP17-20231026,PET723-100116,20230914-1-wk4-c,20230914-1-wk4,0.252141672,0.005267173,0.252141672,0.005267173,0.501619918,0.010478707,14.745,31.98765677
4887,HP17-699,HP17-20231026,PET723-100116,20230907-1-wk4-d,20230907-1-wk4,0.253146544,0.003788794,0.253146544,0.003788794,0.503619047,0.007537565,14.475,30.40108093
4891,HP17-700,HP17-20231026,PET723-100116,20230914-1-wk4-d,20230914-1-wk4,0.252141672,0.005267173,0.252141672,0.005267173,0.501619918,0.010478707,16.435,31.98765677
4895,HP17-701,HP17-20231026,PET723-100116,20230907-2-wk4-a,20230907-2-wk4,0.272086857,0.010440212,0.272086857,0.010440212,0.541299602,0.020770142,16.66,33.50708911
4899,HP17-702,HP17-20231026,PET723-100116,20230914-2-wk4-a,20230914-2-wk4,0.2686788,0.007811955,0.2686788,0.007811955,0.534519489,0.01554139,16.395,32.82073342
4903,HP17-703,HP17-20231026,PET723-100116,20230907-2-wk4-b,20230907-2-wk4,0.272086857,0.010440212,0.272086857,0.010440212,0.541299602,0.020770142,17.145,33.50708911
4907,HP17-704,HP17-20231026,PET723-100116,20230914-2-wk4-b,20230914-2-wk4,0.2686788,0.007811955,0.2686788,0.007811955,0.534519489,0.01554139,16.68,32.82073342
4911,HP17-705,HP17-20231026,PET723-100116,20230907-2-wk4-c,20230907-2-wk4,0.272086857,0.010440212,0.272086857,0.010440212,0.541299602,0.020770142,18.16,33.50708911
4915,HP17-706,HP17-20231026,PET723-100116,20230907-2-wk4-d,20230907-2-wk4,0.272086857,0.010440212,0.272086857,0.010440212,0.541299602,0.020770142,15.405,33.50708911
4919,HP17-707,HP17-20231026,PET723-100116,20230907-3-wk4-a,20230907-3-wk4,0.290966268,0.018557325,0.290966268,0.018557325,0.578858998,0.036918625,16.715,31.04267429
4923,HP17-708,HP17-20231026,PET723-100116,20230907-3-wk4-b,20230907-3-wk4,0.290966268,0.018557325,0.290966268,0.018557325,0.578858998,0.036918625,16.3,31.04267429
4927,HP17-709,HP17-20231026,PET723-100116,20230907-3-wk4-c,20230907-3-wk4,0.290966268,0.018557325,0.290966268,0.018557325,0.578858998,0.036918625,14.435,31.04267429
4931,HP17-710,HP17-20231026,PET723-100116,20230907-3-wk4-d,20230907-3-wk4,0.290966268,0.018557325,0.290966268,0.018557325,0.578858998,0.036918625,14.965,31.04267429
4947,HP17-711,HP17-20231026,PET723-100116,20230914-2-wk4-c,20230914-2-wk4,0.2686788,0.007811955,0.2686788,0.007811955,0.534519489,0.01554139,16.01,32.82073342
4951,HP17-712,HP17-20231026,PET723-100116,20230921-2-wk3-c,20230921-2-wk3,0.18204097,0.020086474,0.18204097,0.020086474,0.362159002,0.03996077,15.225,30.54780189
4955,HP17-713,HP17-20231026,PET723-100116,20230914-2-wk4-d,20230914-2-wk4,0.2686788,0.007811955,0.2686788,0.007811955,0.534519489,0.01554139,16.905,32.82073342
4959,HP17-714,HP17-20231026,PET723-100116,20230921-2-wk3-d,20230921-2-wk3,0.18204097,0.020086474,0.18204097,0.020086474,0.362159002,0.03996077,16.61,30.54780189
4963,HP17-715,HP17-20231026,PET723-100116,20230914-3-wk4-a,20230914-3-wk4,0.282051795,0.005262189,0.282051795,0.005262189,0.561124217,0.010468792,10.855,22.02803884
4967,HP17-716,HP17-20231026,PET723-100116,20230921-3-wk3-a,20230921-3-wk3,0.148209774,0.005040706,0.148209774,0.005040706,0.294853977,0.010028166,14.365,27.24782362
4971,HP17-717,HP17-20231026,PET723-100116,20230914-3-wk4-b,20230914-3-wk4,0.282051795,0.005262189,0.282051795,0.005262189,0.561124217,0.010468792,10.955,22.02803884
4975,HP17-718,HP17-20231026,PET723-100116,20230921-3-wk3-b,20230921-3-wk3,0.148209774,0.005040706,0.148209774,0.005040706,0.294853977,0.010028166,13.025,27.24782362
4979,HP17-719,HP17-20231026,PET723-100116,20230914-3-wk4-c,20230914-3-wk4,0.282051795,0.005262189,0.282051795,0.005262189,0.561124217,0.010468792,10.97,22.02803884
4983,HP17-720,HP17-20231026,PET723-100116,20230921-3-wk3-c,20230921-3-wk3,0.148209774,0.005040706,0.148209774,0.005040706,0.294853977,0.010028166,12.53,27.24782362
