,dna_sid,experiment_id,sample_id,sample_type,description,sample_replicate,sample_diameter_mm,digestion_volume_ul,digested_sample_volume_ul,buffer_volume_ul,dilution_factor,assay_volume_ul,std_conc_ng_per_well,biopsy_region,culture_duration_days,master_well_plate_location,abs,sheet_name,location,ng_per_well,ug_per_ml,ug_per_biopsy,ug_per_cm2,r_squared,data_check,avg_ug_per_cm2,avg_ug_per_cm2_std
139,DNA288-48,DNA288,PN2 P16 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,1867583,Plate2,H7,10.892546893171364,21.785093786342728,10.892546893171364,21.67003351135612,,,22.021719267877206,2.1362271764436875
140,DNA288-48,DNA288,PN2 P16 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,1766588,Plate2,H8,10.094896320504466,20.189792641008932,10.094896320504466,20.083158117605898,,,22.021719267877206,2.1362271764436875
141,DNA288-49,DNA288,PN2 P16 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,1599081,Plate2,A9,8.771939199105246,17.54387839821049,8.771939199105246,17.451218550489514,,,16.449253532577163,1.066322549088505
142,DNA288-49,DNA288,PN2 P16 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,1463984,Plate2,A10,7.704953710560467,15.409907421120934,7.704953710560467,15.328518366624236,,,16.449253532577163,1.066322549088505
143,DNA288-49,DNA288,PN2 P16 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,1542871,Plate2,A11,8.327997036724868,16.655994073449737,8.327997036724868,16.568023680617742,,,16.449253532577163,1.066322549088505
144,DNA288-5,DNA288,STD 5,standard,,,,,,,,20,20,,,,3358237,Plate1,E1,,,,,0.9953028818179048,,,
145,DNA288-5,DNA288,STD 5,standard,,,,,,,,20,20,,,,3390580,Plate1,E2,,,,,0.9953028818179048,,,
146,DNA288-5,DNA288,STD 5,standard,,,,,,,,20,20,,,,3173386,Plate2,E1,,,,,0.9948614745010336,,,
147,DNA288-5,DNA288,STD 5,standard,,,,,,,,20,20,,,,3198364,Plate2,E2,,,,,0.9948614745010336,,,
148,DNA288-5,DNA288,STD 5,standard,,,,,,,,20,20,,,,3385940,Plate3,E1,,,,,0.9948561918820031,,,
149,DNA288-5,DNA288,STD 5,standard,,,,,,,,20,20,,,,3456199,Plate3,E2,,,,,0.9948561918820031,,,
150,DNA288-50,DNA288,F4 P16 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,1980652,Plate2,B9,11.785556968926338,23.571113937852676,11.785556968926338,23.44662060869702,,,23.091692857130866,0.38676669240968403
151,DNA288-50,DNA288,F4 P16 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,1961709,Plate2,B10,11.635946643682226,23.271893287364453,11.635946643682226,23.14898032369469,,,23.091692857130866,0.38676669240968403
152,DNA288-50,DNA288,F4 P16 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,1931828,Plate2,B11,11.399948854070269,22.799897708140538,11.399948854070269,22.679477639000886,,,23.091692857130866,0.38676669240968403
153,DNA288-51,DNA288,F4 P16 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,4734518,Plate2,C9,33.53537420688763,67.07074841377526,33.53537420688763,66.71650716828269,,,65.77287711129445,0.8172079002449978
154,DNA288-51,DNA288,F4 P16 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,4644478,Plate2,C10,32.82424536325253,65.64849072650506,32.82424536325253,65.30176128528582,,,65.77287711129445,0.8172079002449978
155,DNA288-51,DNA288,F4 P16 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,4644389,Plate2,C11,32.82354244824716,65.64708489649432,32.82354244824716,65.30036288031484,,,65.77287711129445,0.8172079002449978
156,DNA288-52,DNA288,F7 P16 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,2463734,Plate2,D9,15.600900638861194,31.20180127772239,15.600900638861194,31.037005667003335,,,31.1048518767188,0.08664745639615413
157,DNA288-52,DNA288,F7 P16 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,2474264,Plate2,D10,15.684065751294309,31.368131502588618,15.684065751294309,31.202457401209877,,,31.1048518767188,0.08664745639615413
158,DNA288-52,DNA288,F7 P16 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,2466158,Plate2,D11,15.620045200355769,31.240090400711537,15.620045200355769,31.07509256194319,,,31.1048518767188,0.08664745639615413
159,DNA288-53,DNA288,F7 P16 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,4395318,Plate2,E9,30.856399265072575,61.71279853014515,30.856399265072575,61.38685586316783,,,62.04969458193887,0.71474538705703
160,DNA288-53,DNA288,F7 P16 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,4431494,Plate2,E10,31.142114469952,62.284228939904,31.142114469952,61.955268202831256,,,62.04969458193887,0.71474538705703
161,DNA288-53,DNA288,F7 P16 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,4485699,Plate2,E11,31.570221299908027,63.140442599816055,31.570221299908027,62.806959679817545,,,62.04969458193887,0.71474538705703
162,DNA288-54,DNA288,PN2 P17 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,2053922,Plate2,F9,12.364237670538333,24.728475341076663,12.364237670538332,24.597869285364958,,,24.531154369558603,0.23734236065116013
163,DNA288-54,DNA288,PN2 P17 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,2062204,Plate2,F10,12.4296482556448,24.8592965112896,12.4296482556448,24.7279995097428,,,24.531154369558603,0.23734236065116013
164,DNA288-54,DNA288,PN2 P17 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,2032902,Plate2,F11,12.198223362528452,24.396446725056904,12.198223362528452,24.267594313568047,,,24.531154369558603,0.23734236065116013
165,DNA288-55,DNA288,PN2 P17 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,1715053,Plate2,G9,9.68787694070954,19.37575388141908,9.68787694070954,19.2734187897489,,,19.50195587180343,0.34969752399484244
166,DNA288-55,DNA288,PN2 P17 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,1755219,Plate2,G10,10.005104852009492,20.010209704018983,10.005104852009492,19.904523666875207,,,19.50195587180343,0.34969752399484244
167,DNA288-55,DNA288,PN2 P17 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,1718522,Plate2,G11,9.715274830076156,19.430549660152312,9.715274830076156,19.327925158786172,,,19.50195587180343,0.34969752399484244
168,DNA288-56,DNA288,F4 P17 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,3939428,Plate2,H9,27.255815874081808,54.51163174816362,27.25581587408181,54.22372280453335,,,54.11519191386452,0.8543632869456768
169,DNA288-56,DNA288,F4 P17 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,3875022,Plate2,H10,26.74714234783611,53.49428469567222,26.74714234783611,53.211748978008494,,,54.11519191386452,0.8543632869456768
170,DNA288-56,DNA288,F4 P17 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,3983112,Plate2,H11,27.6008286728974,55.2016573457948,27.6008286728974,54.91010395905173,,,54.11519191386452,0.8543632869456768
171,DNA288-57,DNA288,F4 P17 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,3499794,Plate3,A3,22.291141452032488,44.58228290406498,22.29114145203249,44.34681686564525,,,44.74127383905673,0.7383588817496359
172,DNA288-57,DNA288,F4 P17 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,3582065,Plate3,A4,22.917583425620336,45.83516685124068,22.91758342562034,45.59308357385461,,,44.74127383905673,0.7383588817496359
173,DNA288-57,DNA288,F4 P17 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,3495642,Plate3,A5,22.259526580761484,44.51905316152297,22.259526580761484,44.28392107767032,,,44.74127383905673,0.7383588817496359
174,DNA288-58,DNA288,F7 P17 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,1660800,Plate3,B3,8.288357594097041,16.57671518819408,8.28835759409704,16.48916351517241,,,16.451454319234973,0.31148448896554076
175,DNA288-58,DNA288,F7 P17 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,1677515,Plate3,B4,8.41563181695225,16.8312636339045,8.41563181695225,16.742367536367237,,,16.451454319234973,0.31148448896554076
176,DNA288-58,DNA288,F7 P17 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,1636617,Plate3,B5,8.104219243435509,16.208438486871017,8.104219243435509,16.122831906165267,,,16.451454319234973,0.31148448896554076
177,DNA288-59,DNA288,F7 P17 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,2061544,Plate3,C3,11.339771363997587,22.679542727995173,11.339771363997587,22.559758326401752,,,21.915026005288183,0.7970556706621287
178,DNA288-59,DNA288,F7 P17 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,2035251,Plate3,C4,11.139566689062978,22.27913337812595,11.139566689062976,22.161463780827386,,,21.915026005288183,0.7970556706621287
179,DNA288-59,DNA288,F7 P17 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,1960153,Plate3,C5,10.5677426036319,21.1354852072638,10.5677426036319,21.02385590863541,,,21.915026005288183,0.7970556706621287
180,DNA288-6,DNA288,STD 6,standard,,,,,,,,20,16,,,,2703558,Plate1,F1,,,,,0.9953028818179048,,,
181,DNA288-6,DNA288,STD 6,standard,,,,,,,,20,16,,,,2759875,Plate1,F2,,,,,0.9953028818179048,,,
182,DNA288-6,DNA288,STD 6,standard,,,,,,,,20,16,,,,2594897,Plate2,F1,,,,,0.9948614745010336,,,
183,DNA288-6,DNA288,STD 6,standard,,,,,,,,20,16,,,,2500908,Plate2,F2,,,,,0.9948614745010336,,,
184,DNA288-6,DNA288,STD 6,standard,,,,,,,,20,16,,,,2709981,Plate3,F1,,,,,0.9948561918820031,,,
185,DNA288-6,DNA288,STD 6,standard,,,,,,,,20,16,,,,2814894,Plate3,F2,,,,,0.9948561918820031,,,
186,DNA288-60,DNA288,PN2 P18 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,1129565,Plate3,D3,4.243336847552824,8.486673695105647,4.243336847552824,8.441850431150153,,,7.753829286151785,0.6666043204895586
187,DNA288-60,DNA288,PN2 P18 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,1081167,Plate3,D4,3.87481648633557,7.749632972671139,3.8748164863355696,7.708702467178442,,,7.753829286151785,0.6666043204895586
188,DNA288-60,DNA288,PN2 P18 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,1041706,Plate3,D5,3.5743457649422483,7.148691529884496,3.574345764942248,7.110934960126757,,,7.753829286151785,0.6666043204895586
189,DNA288-61,DNA288,PN2 P18 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,1600336,Plate3,E3,7.827962224027205,15.65592444805441,7.827962224027205,15.573236028631953,,,14.623825724970283,0.9136542036306511
190,DNA288-61,DNA288,PN2 P18 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,1532625,Plate3,E4,7.312385502295287,14.624771004590574,7.312385502295287,14.547528731047585,,,14.623825724970283,0.9136542036306511
191,DNA288-61,DNA288,PN2 P18 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,1480024,Plate3,E5,6.911861936850666,13.823723873701333,6.911861936850666,13.750712415231316,,,14.623825724970283,0.9136542036306511
192,DNA288-62,DNA288,F4 P18 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,1865280,Plate3,F3,9.845344317963807,19.690688635927614,9.845344317963807,19.58669018307056,,,18.957823193188307,0.9102717549786088
193,DNA288-62,DNA288,F4 P18 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,1851158,Plate3,F4,9.73781416090959,19.47562832181918,9.73781416090959,19.37276573273773,,,18.957823193188307,0.9102717549786088
194,DNA288-62,DNA288,F4 P18 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,1754860,Plate3,F5,9.0045653955784,18.0091307911568,9.0045653955784,17.914013663756627,,,18.957823193188307,0.9102717549786088
195,DNA288-63,DNA288,F4 P18 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,2884015,Plate3,G3,17.602371265041324,35.20474253008265,17.602371265041324,35.01880496212582,,,33.81987672632053,1.0384867520535537
196,DNA288-63,DNA288,F4 P18 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,2766588,Plate3,G4,16.70823844020025,33.4164768804005,16.70823844020025,33.23998422644861,,,33.81987672632053,1.0384867520535537
197,DNA288-63,DNA288,F4 P18 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,2764004,Plate3,G5,16.6885629037445,33.377125807489,16.6885629037445,33.20084099038714,,,33.81987672632053,1.0384867520535537
198,DNA288-64,DNA288,F7 P18 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,2514134,Plate3,H3,14.785959848714231,29.57191969742846,14.78595984871423,29.41573247851453,,,28.9892014809206,1.0138289573973747
199,DNA288-64,DNA288,F7 P18 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,2534225,Plate3,H4,14.938940190406363,29.877880380812726,14.938940190406363,29.72007719821691,,,28.9892014809206,1.0138289573973747
200,DNA288-64,DNA288,F7 P18 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,2409572,Plate3,H5,13.989785915708772,27.979571831417545,13.989785915708772,27.831794766030356,,,28.9892014809206,1.0138289573973747
201,DNA288-65,DNA288,F7 P18 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,2007673,Plate3,A6,10.929577546502347,21.859155093004695,10.929577546502347,21.743703655400477,,,22.047028388817452,0.4203888732707373
202,DNA288-65,DNA288,F7 P18 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,2016042,Plate3,A7,10.993302223204426,21.98660444640885,10.993302223204426,21.870479871576332,,,22.047028388817452,0.4203888732707373
203,DNA288-65,DNA288,F7 P18 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,2059375,Plate3,A8,11.323255791794598,22.646511583589195,11.323255791794598,22.526901639475543,,,22.047028388817452,0.4203888732707373
204,DNA288-66,DNA288,PN2 P19 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,1027181,Plate3,B6,3.4637470160955903,6.92749403219118,3.46374701609559,6.890905740392698,,,6.1445787457037015,0.6467850698899033
205,DNA288-66,DNA288,PN2 P19 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,954866,Plate3,B7,2.913113727087251,5.826227454174501,2.9131137270872505,5.795455618184881,,,6.1445787457037015,0.6467850698899033
206,DNA288-66,DNA288,PN2 P19 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,951692,Plate3,B8,2.8889457113323935,5.777891422664788,2.888945711332394,5.7473748785335275,,,6.1445787457037015,0.6467850698899033
207,DNA288-67,DNA288,PN2 P19 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,779683,Plate3,C6,1.5792052507220715,3.158410501444143,1.5792052507220715,3.14172902261367,,,2.6748176768794405,0.43477679671468933
208,DNA288-67,DNA288,PN2 P19 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,743996,Plate3,C7,1.3074711680996476,2.6149423361992947,1.3074711680996474,2.601131241914916,,,2.6748176768794405,0.43477679671468933
209,DNA288-67,DNA288,PN2 P19 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,722902,Plate3,C8,1.1468536115990338,2.2937072231980675,1.1468536115990338,2.2815927661097355,,,2.6748176768794405,0.43477679671468933
210,DNA288-68,DNA288,F4 P19 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,3786146,Plate3,D6,24.471532015181435,48.94306403036287,24.471532015181435,48.6845660655962,,,48.97641847802095,0.25330177863798886
211,DNA288-68,DNA288,F4 P19 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,3813944,Plate3,D7,24.683196319514614,49.36639263902923,24.683196319514614,49.10565881948036,,,48.97641847802095,0.25330177863798886
212,DNA288-68,DNA288,F4 P19 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,3816147,Plate3,D8,24.699970780355176,49.39994156071035,24.699970780355176,49.13903054898632,,,48.97641847802095,0.25330177863798886
213,DNA288-69,DNA288,F4 P19 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,2392617,Plate3,E6,13.860684243647146,27.721368487294292,13.860684243647146,27.574955150154896,,,27.26907540158736,0.3534837213826883
214,DNA288-69,DNA288,F4 P19 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,2346878,Plate3,E7,13.512410496762648,27.024820993525296,13.512410496762648,26.882086545582354,,,27.26907540158736,0.3534837213826883
215,DNA288-69,DNA288,F4 P19 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,2377779,Plate3,E8,13.747702196460452,27.495404392920904,13.747702196460452,27.350184509024846,,,27.26907540158736,0.3534837213826883
216,DNA288-7,DNA288,STD 7,standard,,,,,,,,20,8,,,,1495503,Plate1,G1,,,,,0.9953028818179048,,,
217,DNA288-7,DNA288,STD 7,standard,,,,,,,,20,8,,,,1503932,Plate1,G2,,,,,0.9953028818179048,,,
218,DNA288-7,DNA288,STD 7,standard,,,,,,,,20,8,,,,1441189,Plate2,G1,,,,,0.9948614745010336,,,
219,DNA288-7,DNA288,STD 7,standard,,,,,,,,20,8,,,,1412026,Plate2,G2,,,,,0.9948614745010336,,,
220,DNA288-7,DNA288,STD 7,standard,,,,,,,,20,8,,,,1520612,Plate3,G1,,,,,0.9948561918820031,,,
221,DNA288-7,DNA288,STD 7,standard,,,,,,,,20,8,,,,1577188,Plate3,G2,,,,,0.9948561918820031,,,
222,DNA288-70,DNA288,F7 P19 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,1349086,Plate3,F6,5.914851336060044,11.829702672120089,5.914851336060044,11.767222847345717,,,11.877906507622725,0.3621598339908481
223,DNA288-70,DNA288,F7 P19 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,1383101,Plate3,F7,6.1738541892111005,12.347708378422201,6.1738541892111005,12.282492651769404,,,11.877906507622725,0.3621598339908481
224,DNA288-70,DNA288,F7 P19 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,1336991,Plate3,F8,5.822755510428351,11.645511020856702,5.822755510428351,11.584004023753051,,,11.877906507622725,0.3621598339908481
225,DNA288-71,DNA288,F7 P19 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,1577803,Plate3,G6,7.656387586659786,15.31277517331957,7.656387586659785,15.23189913305415,,,14.97282766599975,0.22671947040593346
226,DNA288-71,DNA288,F7 P19 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,1554302,Plate3,G7,7.477442237493154,14.954884474986306,7.477442237493153,14.875898672264466,,,14.97282766599975,0.22671947040593346
227,DNA288-71,DNA288,F7 P19 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,1549997,Plate3,G8,7.444662367353059,14.889324734706117,7.444662367353058,14.810685192680634,,,14.97282766599975,0.22671947040593346
228,DNA288-72,DNA288,PN2 P20 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,954094,Plate3,H6,2.9072354321399443,5.814470864279889,2.9072354321399443,5.783761121962182,,,5.83694684247759,0.8759586230842953
229,DNA288-72,DNA288,PN2 P20 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,1017106,Plate3,H7,3.387032221284569,6.774064442569138,3.387032221284569,6.738286505362018,,,5.83694684247759,0.8759586230842953
230,DNA288-72,DNA288,PN2 P20 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,901615,Plate3,H8,2.50764082004192,5.01528164008384,2.50764082004192,4.988792900108569,,,5.83694684247759,0.8759586230842953
231,DNA288-73,DNA288,PN2 P20 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,925202,Plate3,A9,2.687241005174185,5.37448201034837,2.687241005174185,5.3460961156588125,,,5.214371451167648,0.11486283667671435
232,DNA288-73,DNA288,PN2 P20 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,913044,Plate3,A10,2.594665474125807,5.189330948251614,2.594665474125807,5.161922948462481,,,5.214371451167648,0.11486283667671435
233,DNA288-73,DNA288,PN2 P20 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,911273,Plate3,A11,2.581180421856793,5.162360843713586,2.581180421856793,5.135095289381653,,,5.214371451167648,0.11486283667671435
234,DNA288-74,DNA288,F4 P20 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,3394880,Plate3,B9,21.49228726019095,42.9845745203819,21.49228726019095,42.75754694762947,,,42.219600121385334,0.9622678162046223
235,DNA288-74,DNA288,F4 P20 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,3286030,Plate3,B10,20.66346290136418,41.326925802728354,20.663462901364177,41.10865327685132,,,42.219600121385334,0.9622678162046223
236,DNA288-74,DNA288,F4 P20 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,3397194,Plate3,B11,21.50990691628948,43.019813832578954,21.509906916289477,42.792600139675216,,,42.219600121385334,0.9622678162046223
237,DNA288-75,DNA288,F4 P20 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,3109137,Plate3,C9,19.316533849403285,38.63306769880657,19.316533849403285,38.42902306918062,,,37.85848717617428,0.6945597613581173
238,DNA288-75,DNA288,F4 P20 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,3020418,Plate3,C10,18.640994407136386,37.28198881427277,18.640994407136386,37.08508005055163,,,37.85848717617428,0.6945597613581173
239,DNA288-75,DNA288,F4 P20 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,3084866,Plate3,C11,19.131725434032735,38.26345086806547,19.131725434032735,38.06135840879058,,,37.85848717617428,0.6945597613581173
240,DNA288-76,DNA288,F7 P20 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,2170598,Plate3,D9,12.170149054649809,24.340298109299617,12.170149054649809,24.211742252658425,,,27.901340662608604,7.435864301033685
241,DNA288-76,DNA288,F7 P20 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,2979185,Plate3,D10,18.327031019102357,36.654062038204714,18.327031019102357,36.46046973610795,,,27.901340662608604,7.435864301033685
242,DNA288-76,DNA288,F7 P20 A3,sample,EXP143,1,8,500,10,390,40,20,,,,,2092706,Plate3,D11,11.577050414707369,23.15410082941474,11.57705041470737,23.031809999059433,,,27.901340662608604,7.435864301033685
243,DNA288-77,DNA288,F7 P20 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,1706258,Plate3,E9,8.634491702535692,17.268983405071385,8.634491702535692,17.17777544430638,,,17.472920089691936,0.9009927360882982
244,DNA288-77,DNA288,F7 P20 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,1792518,Plate3,E10,9.291307404808517,18.582614809617038,9.291307404808519,18.484468765770067,,,17.472920089691936,0.9009927360882982
245,DNA288-77,DNA288,F7 P20 A4,sample,EXP143,2,8,500,10,390,40,20,,,,,1678449,Plate3,E11,8.422743640113886,16.845487280227772,8.422743640113886,16.75651605899936,,,17.472920089691936,0.9009927360882982
246,DNA288-8,DNA288,STD 8,standard,,,,,,,,20,0,,,,245198,Plate1,H1,,,,,0.9953028818179048,,,
247,DNA288-8,DNA288,STD 8,standard,,,,,,,,20,0,,,,249249,Plate1,H2,,,,,0.9953028818179048,,,
248,DNA288-8,DNA288,STD 8,standard,,,,,,,,20,0,,,,254119,Plate2,H1,,,,,0.9948614745010336,,,
249,DNA288-8,DNA288,STD 8,standard,,,,,,,,20,0,,,,240724,Plate2,H2,,,,,0.9948614745010336,,,
250,DNA288-8,DNA288,STD 8,standard,,,,,,,,20,0,,,,256267,Plate3,H1,,,,,0.9948561918820031,,,
251,DNA288-8,DNA288,STD 8,standard,,,,,,,,20,0,,,,252860,Plate3,H2,,,,,0.9948561918820031,,,
252,DNA288-9,DNA288,"1 EXP177B
ODFC-SV40 - C
",sample,,1,8,500,10,390,40,20,,,,,25582198,Plate1,A3,187.91873415683094,375.8374683136619,187.91873415683094,373.85244300789293,,,367.60198197254385,9.185626216514935
253,DNA288-9,DNA288,"1 EXP177B
ODFC-SV40 - C
",sample,,1,8,500,10,390,40,20,,,,,25451170,Plate1,A4,186.93631045921714,373.8726209184342,186.9363104592171,371.8979731618197,,,367.60198197254385,9.185626216514935
254,DNA288-9,DNA288,"1 EXP177B
ODFC-SV40 - C
",sample,,1,8,500,10,390,40,20,,,,,24456130,Plate1,A5,179.4756846687478,358.9513693374955,179.47568466874776,357.05552974791874,,,367.60198197254385,9.185626216514935
