,ID,experiment_ID,sample_ID,sample_type,sample_state,sample_lot,hide_ID,culture_date,biopsy_replicate,biopsy_diameter_mm,digestion_volume_ul,dilution_factor,assay_volume_ul,loaded_weight1_mg,loaded_weight2_mg,tube_weight1_mg,tube_weight2_mg,operator,std_conc_ug_per_well,media_type,biomaterial_ID,reaction_date,abs,sheet_name,location,data check,normalized_abs,r_squared,net weight mg,ug/well,mg/ml,mg/biopsy,mg/cm2
113,39,HP1,DS-0727-3-1,sample,liquid,727.0,230727-3,07-27-2023,1.0,8.0,1000.0,5.0,20.0,1675.58,1675.57,1657.44,1657.58,DS,,FBS,PET,08-30-2023,0.065,Plate2,F5,,-0.4562,,18.064999999999827,0.2505764477895568,0.0626441119473892,,
114,39,HP1,DS-0727-3-1,sample,liquid,727.0,230727-3,07-27-2023,1.0,8.0,1000.0,5.0,20.0,1675.58,1675.57,1657.44,1657.58,DS,,FBS,PET,08-30-2023,0.065,Plate2,G5,,-0.4562,,18.064999999999827,0.2505764477895568,0.0626441119473892,,
115,39,HP1,DS-0727-3-1,sample,liquid,727.0,230727-3,07-27-2023,1.0,8.0,1000.0,5.0,20.0,1675.58,1675.57,1657.44,1657.58,DS,,FBS,PET,08-30-2023,0.065,Plate2,H5,,-0.4562,,18.064999999999827,0.2505764477895568,0.0626441119473892,,
116,40,HP1,DS-0727-3-2,sample,liquid,727.0,230727-3,07-27-2023,2.0,8.0,1000.0,5.0,20.0,1658.65,1658.52,1640.88,1641.12,DS,,FBS,PET,08-30-2023,0.065,Plate2,E6,,-0.4562,,17.585000000000036,0.2505764477895568,0.0626441119473892,,
117,40,HP1,DS-0727-3-2,sample,liquid,727.0,230727-3,07-27-2023,2.0,8.0,1000.0,5.0,20.0,1658.65,1658.52,1640.88,1641.12,DS,,FBS,PET,08-30-2023,0.065,Plate2,F6,,-0.4562,,17.585000000000036,0.2505764477895568,0.0626441119473892,,
118,40,HP1,DS-0727-3-2,sample,liquid,727.0,230727-3,07-27-2023,2.0,8.0,1000.0,5.0,20.0,1658.65,1658.52,1640.88,1641.12,DS,,FBS,PET,08-30-2023,0.065,Plate2,G6,,-0.4562,,17.585000000000036,0.2505764477895568,0.0626441119473892,,
119,40,HP1,DS-0727-3-2,sample,liquid,727.0,230727-3,07-27-2023,2.0,8.0,1000.0,5.0,20.0,1658.65,1658.52,1640.88,1641.12,DS,,FBS,PET,08-30-2023,0.066,Plate2,H6,,-0.4552,,17.585000000000036,0.2511070421215059,0.06277676053037648,,
120,41,HP1,DS-0727-3-3,sample,liquid,727.0,230727-3,07-27-2023,3.0,8.0,1000.0,5.0,20.0,1674.79,1674.76,1656.47,1656.87,DS,,FBS,PET,08-30-2023,0.083,Plate2,E7,,-0.4382,,18.105000000000018,0.260127145764642,0.0650317864411605,,
121,41,HP1,DS-0727-3-3,sample,liquid,727.0,230727-3,07-27-2023,3.0,8.0,1000.0,5.0,20.0,1674.79,1674.76,1656.47,1656.87,DS,,FBS,PET,08-30-2023,0.106,Plate2,F7,,-0.4152,,18.105000000000018,0.2723308153994731,0.06808270384986828,,
122,41,HP1,DS-0727-3-3,sample,liquid,727.0,230727-3,07-27-2023,3.0,8.0,1000.0,5.0,20.0,1674.79,1674.76,1656.47,1656.87,DS,,FBS,PET,08-30-2023,0.065,Plate2,G7,,-0.4562,,18.105000000000018,0.2505764477895568,0.0626441119473892,,
123,41,HP1,DS-0727-3-3,sample,liquid,727.0,230727-3,07-27-2023,3.0,8.0,1000.0,5.0,20.0,1674.79,1674.76,1656.47,1656.87,DS,,FBS,PET,08-30-2023,0.066,Plate2,H7,,-0.4552,,18.105000000000018,0.2511070421215059,0.06277676053037648,,
124,33,HP1,DS-0727-1-1,sample,liquid,727.0,230727-1,07-27-2023,1.0,8.0,1000.0,5.0,20.0,1685.84,1685.96,1667.6,1667.59,DS,,HPL,PET,08-30-2023,0.721,Plate2,A11,,0.1998,,18.30500000000029,0.5986463295482182,0.14966158238705454,,
125,33,HP1,DS-0727-1-1,sample,liquid,727.0,230727-1,07-27-2023,1.0,8.0,1000.0,5.0,20.0,1685.84,1685.96,1667.6,1667.59,DS,,HPL,PET,08-30-2023,0.642,Plate2,B11,,0.12080000000000002,,18.30500000000029,0.556729377324233,0.13918234433105825,,
126,33,HP1,DS-0727-1-1,sample,liquid,727.0,230727-1,07-27-2023,1.0,8.0,1000.0,5.0,20.0,1685.84,1685.96,1667.6,1667.59,DS,,HPL,PET,08-30-2023,0.662,Plate2,C11,,0.14080000000000004,,18.30500000000029,0.5673412639632166,0.14183531599080415,,
127,33,HP1,DS-0727-1-1,sample,liquid,727.0,230727-1,07-27-2023,1.0,8.0,1000.0,5.0,20.0,1685.84,1685.96,1667.6,1667.59,DS,,HPL,PET,08-30-2023,0.6659999999999999,Plate2,D11,,0.14480000000000004,,18.30500000000029,0.5694636412910133,0.14236591032275334,,
128,34,HP1,DS-0727-1-2,sample,liquid,727.0,230727-1,07-27-2023,2.0,8.0,1000.0,5.0,20.0,1661.87,1662.41,1646.22,1646.5,DS,,HPL,PET,08-30-2023,0.777,Plate2,A12,,0.2558,,15.779999999999745,0.6283596121373722,0.15708990303434306,,
129,34,HP1,DS-0727-1-2,sample,liquid,727.0,230727-1,07-27-2023,2.0,8.0,1000.0,5.0,20.0,1661.87,1662.41,1646.22,1646.5,DS,,HPL,PET,08-30-2023,0.742,Plate2,B12,,0.2208,,15.779999999999745,0.6097888105191509,0.15244720262978773,,
130,34,HP1,DS-0727-1-2,sample,liquid,727.0,230727-1,07-27-2023,2.0,8.0,1000.0,5.0,20.0,1661.87,1662.41,1646.22,1646.5,DS,,HPL,PET,08-30-2023,0.768,Plate2,C12,,0.2468,,15.779999999999745,0.6235842631498296,0.1558960657874574,,
131,34,HP1,DS-0727-1-2,sample,liquid,727.0,230727-1,07-27-2023,2.0,8.0,1000.0,5.0,20.0,1661.87,1662.41,1646.22,1646.5,DS,,HPL,PET,08-30-2023,0.802,Plate2,D12,,0.28080000000000005,,15.779999999999745,0.6416244704361016,0.1604061176090254,,
132,23,HP1,G5,control,liquid,,,,,,,,,,,,,DS,1.05,,,07-26-2023,1.3780000000000001,Plate2,A1,,0.8567999999999999,0.6994852205462931,,0.9472468056388286,,,
133,23,HP1,G5,control,liquid,,,,,,,,,,,,,DS,1.05,,,07-26-2023,1.3869999999999998,Plate2,B1,,0.8658,0.6994852205462931,,0.9520221546263714,,,
134,23,HP1,G5,control,liquid,,,,,,,,,,,,,DS,1.05,,,07-26-2023,1.219,Plate2,C1,,0.6978000000000001,0.6994852205462931,,0.8628823068589093,,,
135,23,HP1,G5,control,liquid,,,,,,,,,,,,,DS,1.05,,,07-26-2023,1.319,Plate2,D1,,0.7978,0.6994852205462931,,0.9159417400538271,,,
136,24,HP1,G2.5,control,liquid,,,,,,,,,,,,,DS,0.525,,,07-26-2023,1.381,Plate2,A2,,0.8598,0.6994852205462931,,0.9488385886346762,,,
137,24,HP1,G2.5,control,liquid,,,,,,,,,,,,,DS,0.525,,,07-26-2023,1.426,Plate2,B2,,0.9048,0.6994852205462931,,0.9727153335723893,,,
138,24,HP1,G2.5,control,liquid,,,,,,,,,,,,,DS,0.525,,,07-26-2023,1.39,Plate2,C2,,0.8687999999999999,0.6994852205462931,,0.9536139376222188,,,
139,24,HP1,G2.5,control,liquid,,,,,,,,,,,,,DS,0.525,,,07-26-2023,1.3630000000000002,Plate2,D2,,0.8418,0.6994852205462931,,0.939287890659591,,,
140,25,HP1,G0,control,liquid,,,,,,,,,,,,,DS,0.0,,,07-26-2023,0.81,Plate2,A3,,0.2888000000000001,0.6994852205462931,,0.6458692250916951,,,
141,25,HP1,G0,control,liquid,,,,,,,,,,,,,DS,0.0,,,07-26-2023,0.816,Plate2,B3,,0.29479999999999995,0.6994852205462931,,0.6490527910833901,,,
142,25,HP1,G0,control,liquid,,,,,,,,,,,,,DS,0.0,,,07-26-2023,0.7929999999999999,Plate2,C3,,0.27180000000000004,0.6994852205462931,,0.636849121448559,,,
143,25,HP1,G0,control,liquid,,,,,,,,,,,,,DS,0.0,,,07-26-2023,0.7859999999999999,Plate2,D3,,0.26480000000000004,0.6994852205462931,,0.6331349611249149,,,
