,experiment_ID,hide_ID,biomaterial_ID,mg/biopsy mean,mg/biopsy std,mg/ml mean,mg/ml std,mg/cm2 mean,mg/cm2 std,net weight mg,tissue areal density mg/cm2
0,HP1,230727-1,PET,0.16326712361859969,0.00751186035811095,0.4626026860805938,0.008445650304647456,0.32480962210369596,0.014944371347617755,16.56666666666676,32.958336131946844
1,HP1,230727-2,PET,0.1399567967573737,0.01781042813235635,0.3767327056365756,0.04003374419198918,0.2784352002905472,0.0354327209480933,15.068333333333308,29.97749667695465
2,HP1,230727-3,PET,0.12309062169054807,0.0025843922104294152,0.27736507792322723,0.004503577475519326,0.2448810111288149,0.005141484939725371,17.918333333333294,35.64739152460339
