,experiment_ID,hide_ID,biomaterial_ID,mg/biopsy mean,mg/biopsy std,net weight mg,tissue areal density mg/cm2,mg/cm2 mean,mg/cm2 std
0,HP1,20230727-1,PET,0.18438223485035787,0.010216672180873364,15.456666666666706,30.750061296546694,0.3668168011845648,0.020325423494193168
1,HP1,20230727-2,PET,0.18007657431740134,0.0047780834325352,15.081833333333407,30.00435407360161,0.35825096172086845,0.009505694959918327
2,HP1,20230727-3,PET,0.13235550341046728,0.007254411373305335,16.01333333333332,31.857514442227696,0.26331290766490095,0.014432192866045164
