,dna_sid,experiment_id,sample_id,sample_type,description,sample_replicate,sample_diameter_mm,digestion_volume_ul,digested_sample_volume_ul,buffer_volume_ul,dilution_factor,assay_volume_ul,std_conc_ng_per_well,biopsy_region,culture_duration_days,master_well_plate_location,abs,sheet_name,location,ng_per_well,ug_per_ml,ug_per_biopsy,ug_per_cm2,r_squared,data_check,avg_ug_per_cm2,avg_ug_per_cm2_std
12,DNA74-3,DNA74-20240126,B5-4,sample,EXP59A-B5,2,8.0,500.0,20.0,0.0,1.0,20,,,,,311334,Plate1,C3,1.5341968813088345,0.07670984406544173,0.03835492203272087,0.07630469291764715,,,0.08574810185338254,0.010552692167282007
13,DNA74-3,DNA74-20240126,B5-4,sample,EXP59A-B5,2,8.0,500.0,20.0,0.0,1.0,20,,,,,398350,Plate1,C4,1.9899836658192052,0.09949918329096026,0.04974959164548013,0.09897366783976777,,,0.08574810185338254,0.010552692167282007
14,DNA74-3,DNA74-20240126,B5-4,sample,EXP59A-B5,2,8.0,500.0,20.0,0.0,1.0,20,,,,,333065,Plate1,C5,1.6480231042355935,0.08240115521177967,0.041200577605889833,0.08196594480273267,,,0.08574810185338254,0.010552692167282007
15,DNA74-3,DNA74-20240126,B5-4,sample,EXP59A-B5,2,8.0,500.0,20.0,0.0,1.0,20,,,,,311334,Plate2,C3,1.5341968813088345,0.07670984406544173,0.03835492203272087,0.07630469291764715,,,0.08574810185338254,0.010552692167282007
16,DNA74-3,DNA74-20240126,B5-4,sample,EXP59A-B5,2,8.0,500.0,20.0,0.0,1.0,20,,,,,398350,Plate2,C4,1.9899836658192052,0.09949918329096026,0.04974959164548013,0.09897366783976777,,,0.08574810185338254,0.010552692167282007
17,DNA74-3,DNA74-20240126,B5-4,sample,EXP59A-B5,2,8.0,500.0,20.0,0.0,1.0,20,,,,,333065,Plate2,C5,1.6480231042355935,0.08240115521177967,0.041200577605889833,0.08196594480273267,,,0.08574810185338254,0.010552692167282007
18,DNA74-4,DNA74-20240126,B6-4,sample,EXP59A-B6,4,8.0,500.0,20.0,0.0,1.0,20,,,,,1596425,Plate1,D3,8.265458887068885,0.41327294435344425,0.20663647217672212,0.4110901996249528,,,0.41685140243912167,0.0048100418043711905
19,DNA74-4,DNA74-20240126,B6-4,sample,EXP59A-B6,4,8.0,500.0,20.0,0.0,1.0,20,,,,,1621894,Plate1,D4,8.398864624113733,0.4199432312056866,0.2099716156028433,0.4177252566522981,,,0.41685140243912167,0.0048100418043711905
20,DNA74-4,DNA74-20240126,B6-4,sample,EXP59A-B6,4,8.0,500.0,20.0,0.0,1.0,20,,,,,1637300,Plate1,D5,8.479560716811246,0.4239780358405623,0.21198901792028116,0.4217387510401141,,,0.41685140243912167,0.0048100418043711905
21,DNA74-4,DNA74-20240126,B6-4,sample,EXP59A-B6,4,8.0,500.0,20.0,0.0,1.0,20,,,,,1596425,Plate2,D3,8.265458887068885,0.41327294435344425,0.20663647217672212,0.4110901996249528,,,0.41685140243912167,0.0048100418043711905
22,DNA74-4,DNA74-20240126,B6-4,sample,EXP59A-B6,4,8.0,500.0,20.0,0.0,1.0,20,,,,,1621894,Plate2,D4,8.398864624113733,0.4199432312056866,0.2099716156028433,0.4177252566522981,,,0.41685140243912167,0.0048100418043711905
23,DNA74-4,DNA74-20240126,B6-4,sample,EXP59A-B6,4,8.0,500.0,20.0,0.0,1.0,20,,,,,1637300,Plate2,D5,8.479560716811246,0.4239780358405623,0.21198901792028116,0.4217387510401141,,,0.41685140243912167,0.0048100418043711905
24,DNA74-5,DNA74-20240126,DNA_40 standard,standard,DNA_40 standard,1,,,,,,20,40.0,,,,7983909,Plate1,A1,,,,,0.9971930448001096,,,
25,DNA74-5,DNA74-20240126,DNA_40 standard,standard,DNA_40 standard,1,,,,,,20,40.0,,,,7564875,Plate1,A2,,,,,0.9971930448001096,,,
26,DNA74-5,DNA74-20240126,DNA_40 standard,standard,DNA_40 standard,1,,,,,,20,40.0,,,,7983909,Plate2,A1,,,,,0.9971930448001096,,,
27,DNA74-5,DNA74-20240126,DNA_40 standard,standard,DNA_40 standard,1,,,,,,20,40.0,,,,7564875,Plate2,A2,,,,,0.9971930448001096,,,
28,DNA74-6,DNA74-20240126,DNA_30 standard,standard,DNA_30 standard,1,,,,,,20,30.0,,,,5540268,Plate1,B1,,,,,0.9971930448001096,,,
29,DNA74-6,DNA74-20240126,DNA_30 standard,standard,DNA_30 standard,1,,,,,,20,30.0,,,,5773652,Plate1,B2,,,,,0.9971930448001096,,,
30,DNA74-6,DNA74-20240126,DNA_30 standard,standard,DNA_30 standard,1,,,,,,20,30.0,,,,5540268,Plate2,B1,,,,,0.9971930448001096,,,
31,DNA74-6,DNA74-20240126,DNA_30 standard,standard,DNA_30 standard,1,,,,,,20,30.0,,,,5773652,Plate2,B2,,,,,0.9971930448001096,,,
32,DNA74-7,DNA74-20240126,DNA_20 standard,standard,DNA_20 standard,1,,,,,,20,20.0,,,,3677115,Plate1,C1,,,,,0.9971930448001096,,,
33,DNA74-7,DNA74-20240126,DNA_20 standard,standard,DNA_20 standard,1,,,,,,20,20.0,,,,3643783,Plate1,C2,,,,,0.9971930448001096,,,
34,DNA74-7,DNA74-20240126,DNA_20 standard,standard,DNA_20 standard,1,,,,,,20,20.0,,,,3677115,Plate2,C1,,,,,0.9971930448001096,,,
35,DNA74-7,DNA74-20240126,DNA_20 standard,standard,DNA_20 standard,1,,,,,,20,20.0,,,,3643783,Plate2,C2,,,,,0.9971930448001096,,,
36,DNA74-8,DNA74-20240126,DNA_16 standard,standard,DNA_16 standard,1,,,,,,20,16.0,,,,3132476,Plate1,D1,,,,,0.9971930448001096,,,
37,DNA74-8,DNA74-20240126,DNA_16 standard,standard,DNA_16 standard,1,,,,,,20,16.0,,,,2986983,Plate1,D2,,,,,0.9971930448001096,,,
38,DNA74-8,DNA74-20240126,DNA_16 standard,standard,DNA_16 standard,1,,,,,,20,16.0,,,,3132476,Plate2,D1,,,,,0.9971930448001096,,,
39,DNA74-8,DNA74-20240126,DNA_16 standard,standard,DNA_16 standard,1,,,,,,20,16.0,,,,2986983,Plate2,D2,,,,,0.9971930448001096,,,
40,DNA74-9,DNA74-20240126,DNA_12 standard,standard,DNA_12 standard,1,,,,,,20,12.0,,,,2409478,Plate1,E1,,,,,0.9971930448001096,,,
41,DNA74-9,DNA74-20240126,DNA_12 standard,standard,DNA_12 standard,1,,,,,,20,12.0,,,,2266942,Plate1,E2,,,,,0.9971930448001096,,,
42,DNA74-9,DNA74-20240126,DNA_12 standard,standard,DNA_12 standard,1,,,,,,20,12.0,,,,2409478,Plate2,E1,,,,,0.9971930448001096,,,
43,DNA74-9,DNA74-20240126,DNA_12 standard,standard,DNA_12 standard,1,,,,,,20,12.0,,,,2266942,Plate2,E2,,,,,0.9971930448001096,,,
44,DNA74-10,DNA74-20240126,DNA_8 standard,standard,DNA_8 standard,1,,,,,,20,8.0,,,,1570284,Plate1,F1,,,,,0.9971930448001096,,,
45,DNA74-10,DNA74-20240126,DNA_8 standard,standard,DNA_8 standard,1,,,,,,20,8.0,,,,1607156,Plate1,F2,,,,,0.9971930448001096,,,
46,DNA74-10,DNA74-20240126,DNA_8 standard,standard,DNA_8 standard,1,,,,,,20,8.0,,,,1570284,Plate2,F1,,,,,0.9971930448001096,,,
47,DNA74-10,DNA74-20240126,DNA_8 standard,standard,DNA_8 standard,1,,,,,,20,8.0,,,,1607156,Plate2,F2,,,,,0.9971930448001096,,,
48,DNA74-11,DNA74-20240126,DNA_4 standard,standard,DNA_4 standard,1,,,,,,20,4.0,,,,866225,Plate1,G1,,,,,0.9971930448001096,,,
49,DNA74-11,DNA74-20240126,DNA_4 standard,standard,DNA_4 standard,1,,,,,,20,4.0,,,,828070,Plate1,G2,,,,,0.9971930448001096,,,
50,DNA74-11,DNA74-20240126,DNA_4 standard,standard,DNA_4 standard,1,,,,,,20,4.0,,,,866225,Plate2,G1,,,,,0.9971930448001096,,,
51,DNA74-11,DNA74-20240126,DNA_4 standard,standard,DNA_4 standard,1,,,,,,20,4.0,,,,828070,Plate2,G2,,,,,0.9971930448001096,,,
52,DNA74-12,DNA74-20240126,DNA_0 standard,standard,DNA_0 standard,1,,,,,,20,0.0,,,,41111,Plate1,H1,,,,,0.9971930448001096,,,
53,DNA74-12,DNA74-20240126,DNA_0 standard,standard,DNA_0 standard,1,,,,,,20,0.0,,,,40222,Plate1,H2,,,,,0.9971930448001096,,,
54,DNA74-12,DNA74-20240126,DNA_0 standard,standard,DNA_0 standard,1,,,,,,20,0.0,,,,41111,Plate2,H1,,,,,0.9971930448001096,,,
55,DNA74-12,DNA74-20240126,DNA_0 standard,standard,DNA_0 standard,1,,,,,,20,0.0,,,,40222,Plate2,H2,,,,,0.9971930448001096,,,
