,dna_sid,experiment_id,sample_id,sample_type,description,sample_replicate,sample_diameter_mm,digestion_volume_ul,digested_sample_volume_ul,buffer_volume_ul,dilution_factor,assay_volume_ul,std_conc_ng_per_well,biopsy_region,culture_duration_days,master_well_plate_location,abs,sheet_name,location,ng_per_well,ug_per_ml,ug_per_biopsy,ug_per_cm2,r_squared,data_check,avg_ug_per_cm2,avg_ug_per_cm2_std
0,DNA74-1,DNA74-20240126,B6-1,sample,EXP59A-B6,1,8.0,500.0,10.0,390.0,40.0,20,,,,,4650965,Plate1,A3,24.2650332729095,48.530066545819,24.2650332729095,48.27374987091072,,,46.25920459409078,1.6906721379231713
1,DNA74-1,DNA74-20240126,B6-1,sample,EXP59A-B6,1,8.0,500.0,10.0,390.0,40.0,20,,,,,4291172,Plate1,A4,22.380450040408125,44.76090008081624,22.38045004040812,44.52449065690201,,,46.25920459409078,1.6906721379231713
2,DNA74-1,DNA74-20240126,B6-1,sample,EXP59A-B6,1,8.0,500.0,10.0,390.0,40.0,20,,,,,4430788,Plate1,A5,23.111753797259734,46.22350759451947,23.111753797259734,45.97937325445961,,,46.25920459409078,1.6906721379231713
3,DNA74-1,DNA74-20240126,B6-1,sample,EXP59A-B6,1,8.0,500.0,10.0,390.0,40.0,20,,,,,4650965,Plate2,A3,24.2650332729095,48.530066545819,24.2650332729095,48.27374987091072,,,46.25920459409078,1.6906721379231713
4,DNA74-1,DNA74-20240126,B6-1,sample,EXP59A-B6,1,8.0,500.0,10.0,390.0,40.0,20,,,,,4291172,Plate2,A4,22.380450040408125,44.76090008081624,22.38045004040812,44.52449065690201,,,46.25920459409078,1.6906721379231713
5,DNA74-1,DNA74-20240126,B6-1,sample,EXP59A-B6,1,8.0,500.0,10.0,390.0,40.0,20,,,,,4430788,Plate2,A5,23.111753797259734,46.22350759451947,23.111753797259734,45.97937325445961,,,46.25920459409078,1.6906721379231713
6,DNA74-2,DNA74-20240126,C6-4,sample,EXP59A-C6,1,8.0,500.0,10.0,390.0,40.0,20,,,,,4352554,Plate1,B3,22.701966823606796,45.40393364721359,22.701966823606796,45.16412797356544,,,44.38502133615288,0.8322462104358039
7,DNA74-2,DNA74-20240126,C6-4,sample,EXP59A-C6,1,8.0,500.0,10.0,390.0,40.0,20,,,,,4178918,Plate1,B4,21.792467488826492,43.584934977652985,21.792467488826492,43.354736537701996,,,44.38502133615288,0.8322462104358039
8,DNA74-2,DNA74-20240126,C6-4,sample,EXP59A-C6,1,8.0,500.0,10.0,390.0,40.0,20,,,,,4301892,Plate1,B5,22.4366010279271,44.8732020558542,22.4366010279271,44.63619949719122,,,44.38502133615288,0.8322462104358039
9,DNA74-2,DNA74-20240126,C6-4,sample,EXP59A-C6,1,8.0,500.0,10.0,390.0,40.0,20,,,,,4352554,Plate2,B3,22.701966823606796,45.40393364721359,22.701966823606796,45.16412797356544,,,44.38502133615288,0.8322462104358039
10,DNA74-2,DNA74-20240126,C6-4,sample,EXP59A-C6,1,8.0,500.0,10.0,390.0,40.0,20,,,,,4178918,Plate2,B4,21.792467488826492,43.584934977652985,21.792467488826492,43.354736537701996,,,44.38502133615288,0.8322462104358039
11,DNA74-2,DNA74-20240126,C6-4,sample,EXP59A-C6,1,8.0,500.0,10.0,390.0,40.0,20,,,,,4301892,Plate2,B5,22.4366010279271,44.8732020558542,22.4366010279271,44.63619949719122,,,44.38502133615288,0.8322462104358039
